ADDRESS	TIME_ZONE	CITY_NAME	STATUS_CODE	PROVINCE_STATE_CODE	COUNTRY_CODE	DAYS_OF_WEEK_OF_OPERATION	DAFAULT_LONG_NAME	DAFAULT_SHORT_NAME	EMAIL	FAX_NUMBER	GENERIC_LOCATION_CODE	LATITUDE	LOCATION_TYPE	LONGITUDE	MINIMUM_CONNECTION_TIME	PHONE_NUMBER	POSTAL_CODE	DATA_OWNER	CODE_VALUE	CODE_CONTEXT
	CET		2		CH		Boltigen	Boltigen				463922N	29	072607E					8507292	UIC
	CET		2		CH		Erlenbach Im Simm	Erlenbach Im Simm				000000N	29	000000E					8507296	UIC
	CET		2		CH		Lalden	Lalden				461804N	29	075434E					8507470	UIC
	CET		2		CH		Eggerberg	Eggerberg				461823N	29	075251E					8507471	UIC
	CET		2		CH		Ausserberg	Ausserberg				461844N	29	075038E					8507472	UIC
	CET		2		CH		Hohtenn	Hohtenn				461921N	29	074552E					8507473	UIC
	CET		2		CH		Muelenen	Muelenen				463816N	29	074128E					8507481	UIC
	CET		2		CH		Wiler (Loetschen)	Wiler (Loetschen)				462439N	29	074627E					8507771	UIC
	CET		2		CH		Gaggiolo transito	Gaggiolo transito				000000N	29	000000E					8516355	UIC
	CET		2		CH		Mendrisio S. Mart	Mendrisio S. Mart				000000N	29	000000E					8518475	UIC
	CET		2		CH		Kriens Alpenstrasse	Kriens Alpenstrasse				470136N	29	081808E					8550524	UIC
	CET		2		CH		Lantsch/Lenz Biathl	Lantsch/Lenz Biathl				464132N	29	093335E					8557055	UIC
	CET		2		CH		Eismeer	Eismeer				000000N	29	000000E					8557363	UIC
	CET		2		CH		Wiler (Lötschen) Tal	Wiler (Lötschen) Tal				462406N	29	074639E					8557500	UIC
	CET		2		CH		Rohrfluh	Rohrfluh				463618N	29	075514E					8557566	UIC
	CET		2		CH		Luzern Bahnhof	Luzern Bahnhof				470301N	29	081837E					8558450	UIC
	CET		2		CH		Aarau Torfeld	Aarau Torfeld				472328N	29	080305E					8569685	UIC
	CET		2		CH		Luzern Pilatusplatz	Luzern Pilatusplatz				470253N	29	081817E					8573022	UIC
	CET		2		CH		Luzern Eichhof	Luzern Eichhof				470224N	29	081803E					8573043	UIC
	CET		2		CH		Kriens Busschleife	Kriens Busschleife				470203N	29	081636E					8580573	UIC
	CET		2		CH		Ste-Croix La CitΘ	Ste-Croix La CitΘ				000000N	29	000000E					8587790	UIC
	CET		2		CH		Ste-Croix av. des A	Ste-Croix av. des A				464923N	29	062950E					8587930	UIC
	CET		2		DK		Stenhus	Stenhus				554235N	29	114053E					8635465	UIC
	CET		2		FR		St Louis La Chaus	St Louis La Chaus				473526N	29	073320E					8718101	UIC
	CET		2		FR		Hoenheim Tram	Hoenheim Tram				483740N	29	074531E					8733851	UIC
	CET		2		FR		Munster Badischhof	Munster Badischhof				480220N	29	070910E					8755346	UIC
	CET		2		FR		Merignac-Arlac	Merignac-Arlac				444936N	29	003734W					8756494	UIC
	CET		2		FR		Vaudagne	Vaudagne				455432N	29	064621E					8774672	UIC
	CET		2		FR		Viaduc Ste Marie	Viaduc Ste Marie				455349N	29	064705E					8774673	UIC
	CET		2		FR		Taconnaz	Taconnaz				455356N	29	064932E					8774675	UIC
	CET		2		FR		Les Moussoux	Les Moussoux				455459N	29	065131E					8774681	UIC
	CET		2		FR		Lajoux	Lajoux				000000N	29	000000E					8774684	UIC
	CET		2		FR		St-Cergues-l-Voirons	St-Cergues-l-Voirons				000000N	29	000000E					8779665	UIC
	CET		2		BE		Antwerpen-Centraa	Antwerpen-Centraa				511301N	29	042516E					8821006	UIC
	CET		2		BE		Antwerpen Centraal (	Antwerpen Centraal (				511301N	29	042516E					8889007	UIC
	CET		2		BE		Diabolo included	Diabolo included				505349N	29	042903E					8899999	UIC
	CET		2		DE		Berlin(Übergang)	Berlin(Übergang)				000000N	29	000000E					9000100	UIC
	CET		2		DE		Ahlbeck	Ahlbeck				000000N	29	000000E					9000102	UIC
	CET		2		DE		Ückeritz	Ückeritz				000000N	29	000000E					9000105	UIC
	CET		2		DE		Kölpinsee	Kölpinsee				000000N	29	000000E					9000106	UIC
	CET		2		DE		Koserow	Koserow				000000N	29	000000E					9000107	UIC
	CET		2		DE		Zempin	Zempin				000000N	29	000000E					9000108	UIC
	CET		2		DE		Zinnowitz	Zinnowitz				000000N	29	000000E					9000109	UIC
	CET		2		FR		Paris Est HGV	Paris Est HGV				000000N	29	000000E					9109001	UIC
	CET		2		FR		Strasbourg HGV	Strasbourg HGV				000000N	29	000000E					9109002	UIC
	CET		2		TN		Forbach HGV	Forbach HGV				364741N	29	101049E					9109003	UIC
	CET		2		FR		Lorraine HGV	Lorraine HGV				000000N	29	000000E					9109004	UIC
	CET		2		FR		Forbach	Forbach				000000N	29	000000E					9109005	UIC
	CET		2		PT		Elvas	Elvas				385344N	29	070832W					9457497	UIC
