UIC|8400180|8400180|8400180|||SBB
UIC|8400181|8400181|8400181|||SBB
UIC|8400182|8400182|8400182|||SBB
UIC|8400183|8400183|8400183|||SBB
UIC|8400184|8400184|8400184|||SBB
UIC|8400185|8400185|8400185|||SBB
UIC|8400186|8400186|8400186|||SBB
UIC|8400188|8400188|8400188|||SBB
UIC|8400192|8400192|8400192|||SBB
UIC|8400193|8400193|8400193|||SBB
UIC|8400194|8400194|8400194|||SBB
UIC|8400195|8400195|8400195|||SBB
UIC|8400198|8400198|8400198|||SBB
UIC|8400200|8400200|8400200|||SBB
UIC|8400201|8400201|8400201|||SBB
UIC|8400202|8400202|8400202|||SBB
UIC|8400206|8400206|8400206|||SBB
UIC|8400207|8400207|8400207|||SBB
UIC|8400208|8400208|8400208|||SBB
UIC|8400210|8400210|8400210|||SBB
UIC|8400212|8400212|8400212|||SBB
UIC|8400216|8400216|8400216|||SBB
UIC|8400217|8400217|8400217|||SBB
UIC|8400218|8400218|8400218|||SBB
UIC|8400219|8400219|8400219|||SBB
UIC|8400221|8400221|8400221|||SBB
UIC|8400226|8400226|8400226|||SBB
UIC|8400227|8400227|8400227|||SBB
UIC|8400228|8400228|8400228|||SBB
UIC|8400229|8400229|8400229|||SBB
UIC|8400230|8400230|8400230|||SBB
UIC|8400231|8400231|8400231|||SBB
UIC|8400232|8400232|8400232|||SBB
UIC|8400233|8400233|8400233|||SBB
UIC|8400235|8400235|8400235|||SBB
UIC|8400236|8400236|8400236|||SBB
UIC|8400238|8400238|8400238|||SBB
UIC|8400241|8400241|8400241|||SBB
UIC|8400242|8400242|8400242|||SBB
UIC|8400244|8400244|8400244|||SBB
UIC|8400245|8400245|8400245|||SBB
UIC|8400246|8400246|8400246|||SBB
UIC|8400248|8400248|8400248|||SBB
UIC|8400251|8400251|8400251|||SBB
UIC|8400253|8400253|8400253|||SBB
UIC|8400254|8400254|8400254|||SBB
UIC|8400256|8400256|8400256|||SBB
UIC|8400257|8400257|8400257|||SBB
UIC|8400258|8400258|8400258|||SBB
UIC|8400259|8400259|8400259|||SBB
UIC|8400262|8400262|8400262|||SBB
UIC|8400263|8400263|8400263|||SBB
UIC|8400264|8400264|8400264|||SBB
UIC|8400266|8400266|8400266|||SBB
UIC|8400267|8400267|8400267|||SBB
UIC|8400270|8400270|8400270|||SBB
UIC|8400278|8400278|8400278|||SBB
UIC|8400279|8400279|8400279|||SBB
UIC|8400280|8400280|8400280|||SBB
UIC|8400285|8400285|8400285|||SBB
UIC|8400292|8400292|8400292|||SBB
UIC|8400293|8400293|8400293|||SBB
UIC|8400294|8400294|8400294|||SBB
UIC|8400295|8400295|8400295|||SBB
UIC|8400296|8400296|8400296|||SBB
UIC|8400297|8400297|8400297|||SBB
UIC|8400298|8400298|8400298|||SBB
UIC|8400299|8400299|8400299|||SBB
UIC|8400300|8400300|8400300|||SBB
UIC|8400302|8400302|8400302|||SBB
UIC|8400303|8400303|8400303|||SBB
UIC|8400305|8400305|8400305|||SBB
UIC|8400306|8400306|8400306|||SBB
UIC|8400307|8400307|8400307|||SBB
UIC|8400308|8400308|8400308|||SBB
UIC|8400309|8400309|8400309|||SBB
UIC|8400310|8400310|8400310|||SBB
UIC|8400311|8400311|8400311|||SBB
UIC|8400312|8400312|8400312|||SBB
UIC|8400313|8400313|8400313|||SBB
UIC|8400315|8400315|8400315|||SBB
UIC|8400316|8400316|8400316|||SBB
UIC|8400317|8400317|8400317|||SBB
UIC|8400319|8400319|8400319|||SBB
UIC|8400320|8400320|8400320|||SBB
UIC|8400322|8400322|8400322|||SBB
UIC|8400323|8400323|8400323|||SBB
UIC|8400324|8400324|8400324|||SBB
UIC|8400325|8400325|8400325|||SBB
UIC|8400326|8400326|8400326|||SBB
UIC|8400327|8400327|8400327|||SBB
UIC|8400328|86G0225|8400328|||SBB
UIC|8400329|8400329|8400329|||SBB
UIC|8400330|8400330|8400330|||SBB
UIC|8400331|8400331|8400331|||SBB
UIC|8400332|8400332|8400332|||SBB
UIC|8400334|8400334|8400334|||SBB
UIC|8400335|8400335|8400335|||SBB
UIC|8400336|8400336|8400336|||SBB
UIC|8400337|8400337|8400337|||SBB
UIC|8400339|8400339|8400339|||SBB
UIC|8400340|8400340|8400340|||SBB
UIC|8400341|8400341|8400341|||SBB
UIC|8400353|8400353|8400353|||SBB
UIC|8400354|8400354|8400354|||SBB
UIC|8400355|8400355|8400355|||SBB
UIC|8400359|8400359|8400359|||SBB
UIC|8400360|8400360|8400360|||SBB
UIC|8400361|8400361|8400361|||SBB
UIC|8400362|8400362|8400362|||SBB
UIC|8400364|8400364|8400364|||SBB
UIC|8400366|8400366|8400366|||SBB
UIC|8400368|8400368|8400368|||SBB
UIC|8400369|8400369|8400369|||SBB
