CODE_VALUE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE	LATITUDE	LONGITUDE	GENERIC_LOCATION_CODE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE		COUNTRY_CODE	STATUS_CODE
8002378	Bad Grönenbach	29	475257N	101513E	8002262	Bad Grönenbach	29		DE	1
8002380	Grombach	29	491334N	085949E	8014194	Grombach	29		DE	1
8002382	Bad Vilbel-Gronau	29	501130N	084700E	8011193	Bad Vilbel-Gronau	29		DE	1
8002383	Gronsdorf	29	480706N	114155E	8020210	Gronsdorf	29		DE	1
8002386	Groß Gerau-Dornberg	29	495444N	082941E	8011243	Groß Gerau-Dornberg	29		DE	1
8002388	Groß Karben	29	501355N	084513E	8011154	Groß Karben	29		DE	1
8002389	Frechen-Königsdorf	29	505611N	064640E	8015325	Frechen-Königsdorf	29		DE	1
8002391	Groß Rohrheim	29	494251N	082837E	8011250	Groß Rohrheim	29		DE	1
8002393	Groß-Umstadt Mitte	29	495155N	085527E	8011371	Groß-Umstadt Mitte	29		DE	1
8002399	Großarmschlag	29	485309N	132233E	8026473	Großarmschlag	29		DE	1
8002400	Großauheim(Kr Hanau)	29	500625N	085638E	8011173	Großauheim(Kr Hanau	29		DE	1
8002402	Euskirchen-Großbüllesheim	29	504112N	064858E	8015425	Euskirchen-Großbüll	29		DE	1
8002403	Großburgwedel	29	523025N	095131E	8013692	Großburgwedel	29		DE	1
8002405	Groß Düngen	29	520552N	100112E	8013378	Groß Düngen	29		DE	1
8002409	Großen Buseck	29	503621N	084659E	8011634	Großen Buseck	29		DE	1
8002410	Großen Linden	29	503140N	083943E	8011410	Großen Linden	29		DE	1
8002411	Großenbrode	29	542159N	110451E	8001657	Großenbrode	29		DE	1
8002412	Großenkneten	29	525642N	081428E	8021248	Großenkneten	29		DE	1
8002413	Großenlüder	29	503535N	093300E	8005621	Großenlüder	29		DE	1
8002416	Großgeschaidt	29	493354N	111020E	8022220	Großgeschaidt	29		DE	1
8002420	Großhelfendorf	29	475646N	114653E	8020246	Großhelfendorf	29		DE	1
8002422	Großhesselohe Isartalbf	29	480416N	113151E	8020504	Großhesselohe Isart	29		DE	1
8002424	Großkarolinenfeld	29	475320N	120505E	8020195	Großkarolinenfeld	29		DE	1
8002425	Großkrotzenburg	29	500516N	085858E	8011174	Großkrotzenburg	29		DE	1
8002430	Heddesheim/Hirschberg	29	493034N	083801E	8011331	Heddesheim/Hirschbe	29		DE	1
8002432	Großwalbur	29	501938N	105057E	8022819	Großwalbur	29		DE	1
8002434	Grub am Forst	29	501339N	110133E	8022811	Grub am Forst	29		DE	1
8002435	Grub(Oberbay)	29	480952N	114657E	8020081	Grub(Oberbay)	29		DE	1
8002439	Grünberg(Oberhess)	29	503548N	085736E	8011638	Grünberg(Oberhess)	29		DE	1
8595426	Jegenstorf,Gruebeweg	29	470306N	073011E	8595426	Jegenstorf,Gruebewe	29		CH	1
8595427	Schaffhausen, Otteregass	29	474337N	083943E	8595427	Schaffhausen, Otter	29		CH	1
8595435	Le Tretien, entree du village	29	460611N	065957E	8595435	Le Tretien, entree 	29		CH	1
8595436	La Medettaz, camping	29	460628N	070026E	8595436	La Medettaz, campin	29		CH	1
5500030	Csorna	29	473606N	171455E	5502576	Csorna	29		HU	1
5500031	Kapuvar	29	473455N	170252E	4302626	Kapuvar	29		HU	1
5500032	Fertöszentmiklos	29	473600N	165139E	4302667	Fertöszentmiklos	29		HU	1
5500033	Forro-Encs	29	481940N	210704E	5513193	Forro-Encs	29		HU	1
5500034	Hidasnemeti	29	483034N	211350E	5513243	Hidasnemeti	29		HU	1
5500035	Szekesfehervar	29	471100N	182533E	5503269	Szekesfehervar	29		HU	1
5500036	Lepseny	29	465911N	181447E	5503301	Lepseny	29		HU	1
5500037	Siofok	29	465430N	180312E	5503350	Siofok	29		HU	1
5500038	Zamardi	26	465248N	175641E	55G0012	Zamardi	26		HU	1
5500039	Balatonföldvar	29	465113N	175246E	5503418	Balatonföldvar	29		HU	1
5500040	Balatonszarszo	29	464956N	174950E	5503426	Balatonszarszo	29		HU	1
5500041	Balatonszemes	29	464844N	174635E	5503434	Balatonszemes	29		HU	1
5500043	Balatonlelle	29	464716N	174140E	5503459	Balatonlelle	29		HU	1
5500044	Balatonboglar	29	464634N	173849E	5503475	Balatonboglar	29		HU	1
5500045	Fonyod	29	464501N	173327E	5503491	Fonyod	29		HU	1
5500046	Balatonfenyves	26	464248N	172857E	5503525	Balatonfenyves	26		HU	1
8000119	Geltendorf	29	480621N	110216E	8002156	Geltendorf	29		DE	1
8000120	Gemünden(Main)	29	500300N	094200E	8022549	Gemünden(Main)	29		DE	1
8000121	Gensingen-Horrweiler	29	495354N	075617E	8019230	Gensingen-Horrweile	29		DE	1
8000122	Treuchtlingen	29	485741N	105429E	8020369	Treuchtlingen	29		DE	1
8000123	Gerolstein	29	501326N	063937E	8025037	Gerolstein	29		DE	1
8000124	Gießen	26	503445N	083941E	8011033	Gießen	26		DE	1
8000008	Kehl(Gr)	29	483432N	074804E	8014296	Kehl(Gr)	29		DE	1
8000009	Ansbach	29	491753N	103442E	8022728	Ansbach	29		DE	1
8000010	Aschaffenburg Hbf	26	495850N	090837E	8022610	Aschaffenburg Hbf	26		DE	1
8000011	Ascheberg(Holst)	29	540854N	102022E	8001366	Ascheberg(Holst)	29		DE	1
8000012	Au(Sieg)	29	504626N	073924E	8015597	Au(Sieg)	29		DE	1
8000013	Augsburg Hbf	29	482156N	105308E	8002140	Augsburg Hbf	29		DE	1
8000014	Aulendorf	29	475711N	093839E	8029149	Aulendorf	29		DE	1
8000015	Babenhausen(Hess)	29	495729N	085726E	8011346	Babenhausen(Hess)	29		DE	1
8000016	Backnang	29	485634N	092534E	8029577	Backnang	29		DE	1
8000017	Bad Friedrichshall Hbf	29	491354N	091159E	8029637	Bad Friedrichshall 	29		DE	1
8000019	Bad Harzburg	26	515317N	103320E	8013390	Bad Harzburg	26		DE	1
8000020	Bad Hersfeld	29	505211N	094258E	8005648	Bad Hersfeld	29		DE	1
8000021	Bad Kreuznach	29	495033N	075159E	8019186	Bad Kreuznach	29		DE	1
8000022	Bad Nenndorf	29	522037N	092243E	8013529	Bad Nenndorf	29		DE	1
8000023	Bad Oldesloe	29	534819N	102258E	8001326	Bad Oldesloe	29		DE	1
8000025	Bamberg	26	495403N	105358E	80G0001	Bamberg	26		DE	1
8000026	Basel Bad Bf	29	473402N	073628E	8014431	Basel Bad Bf	29		DE	1
8000027	Schwandorf	29	491934N	120615E	8026226	Schwandorf	29		DE	1
8000028	Bayreuth Hbf	26	495659N	113448E	8022249	Bayreuth Hbf	26		DE	1
8000029	Bebra	29	505810N	094752E	8005605	Bebra	29		DE	1
8000030	Bedburg(Erft)	29	505915N	063421E	8015283	Bedburg(Erft)	29		DE	1
8000031	Bensheim	29	494053N	083700E	8011306	Bensheim	29		DE	1
5401126	Horni Rasnice	29	505708N	151152E	5454582	Horni Rasnice	29		CZ	1
5401127	Horni Repcice	29	503329N	141601E	5457049	Horni Repcice	29		CZ	1
5401128	Horni Skrychov	29	491018N	150159E	5474472	Horni Skrychov	29		CZ	1
5401131	Horni Sucha	29	494735N	182918E	5433484	Horni Sucha	29		CZ	1
5401132	Horni Sytova	29	503755N	152743E	5457170	Horni Sytova	29		CZ	1
5401133	Horni Tosanovice	29	494052N	183013E	5433534	Horni Tosanovice	29		CZ	1
5401134	Horni Ves	29	491727N	151843E	5475792	Horni Ves	29		CZ	1
5401135	Horni Vilimec	29	491404N	151532E	5475772	Horni Vilimec	29		CZ	1
5401136	Horni Vltavice	29	485745N	134629E	5475172	Horni Vltavice	29		CZ	1
5401141	Horsovsky Tyn	29	493128N	125618E	5476625	Horsovsky Tyn	29		CZ	1
5401142	Horusice	29	491003N	144001E	5473532	Horusice	29		CZ	1
5401143	Horatev	29	500910N	150142E	5454564	Horatev	29		CZ	1
5401144	Horesedly	29	501006N	133828E	5455058	Horesedly	29		CZ	1
5401145	Horetice	29	502244N	133016E	5453749	Horetice	29		CZ	1
5401146	Horice na Sumave	29	484617N	141058E	5475972	Horice na Sumave	29		CZ	1
5401147	Horice v Podkrkonosi	29	502123N	153806E	5455580	Horice v Podkrkonos	29		CZ	1
5401149	Hosin	29	490206N	142759E	5473472	Hosin	29		CZ	1
5401150	Hosteradky-Resov	29	490711N	164657E	5434555	Hosteradky-Resov	29		CZ	1
5401151	Hostetin	29	490313N	175221E	5436085	Hostetin	29		CZ	1
5401152	Hostivice-Litovice	29	500418N	141328E	5453666	Hostivice-Litovice	29		CZ	1
5401153	Hostomice nad Bilino	29	503507N	134838E	5454809	Hostomice nad Bilin	29		CZ	1
5401154	Hostomice pod Brdy	29	494953N	140250E	5476824	Hostomice pod Brdy	29		CZ	1
5401155	Hostoun	29	493339N	124641E	5475545	Hostoun	29		CZ	1
5401156	Hostoun u Prahy	29	500618N	141234E	5451156	Hostoun u Prahy	29		CZ	1
5401157	Hostec	29	495938N	125036E	5474475	Hostec	29		CZ	1
5401158	Hostejn	29	495224N	164632E	5453983	Hostejn	29		CZ	1
5401159	Hostice u Volyne	29	491116N	135336E	5475042	Hostice u Volyne	29		CZ	1
5401160	Hostice-Heroltice	29	491730N	170338E	5434155	Hostice-Heroltice	29		CZ	1
5401161	Hostka	29	502930N	141939E	5453079	Hostka	29		CZ	1
5401162	Hovezi	29	491817N	180335E	5435452	Hovezi	29		CZ	1
5401163	Hovorcovice	29	501050N	143140E	5454736	Hovorcovice	29		CZ	1
5401164	Hrabacov	29	503724N	153005E	5457190	Hrabacov	29		CZ	1
5401166	Hrabisin	29	495427N	170218E	5433992	Hrabisin	29		CZ	1
5401168	Hradcany	29	492004N	162615E	5436435	Hradcany	29		CZ	1
5401169	Hradcovice	29	490240N	173429E	5433895	Hradcovice	29		CZ	1
5401170	Hradec Kralove zast.	29	501321N	155029E	5453150	Hradec Kralove zast	29		CZ	1
5401171	Hradec Kralove-Kukl.	29	501208N	154755E	5453130	Hradec Kralove-Kukl	29		CZ	1
5401172	Hradec Kral.-Sl.predm.	29	501319N	155135E	5453140	Hradec Kral.-Sl.pre	29		CZ	1
5401173	Hradec nad Moravici	29	495240N	175233E	5433574	Hradec nad Moravici	29		CZ	1
5401174	Hradec nad Svitavou	29	494204N	162905E	5433457	Hradec nad Svitavou	29		CZ	1
5401175	Hradec-Nova Ves	29	501711N	171627E	5434582	Hradec-Nova Ves	29		CZ	1
5401176	Hradec u Kadane	29	502131N	131832E	5453559	Hradec u Kadane	29		CZ	1
5401177	Hradec u Stoda	29	493810N	130721E	5474725	Hradec u Stoda	29		CZ	1
5401178	Hradek u Rokycan	29	494248N	133914E	5476305	Hradek u Rokycan	29		CZ	1
5401179	Hradek u Susice	29	491544N	132926E	5473645	Hradek u Susice	29		CZ	1
5401180	Hradek ve Slezsku	29	493648N	184422E	5433114	Hradek ve Slezsku	29		CZ	1
5401181	Hradiste u Blatne	29	492659N	134624E	5474692	Hradiste u Blatne	29		CZ	1
5401182	Hradiste v Cechach	29	503537N	135234E	5455169	Hradiste v Cechach	29		CZ	1
5401183	Hrachovec	29	492835N	180015E	5435182	Hrachovec	29		CZ	1
5401186	Hranice na Morave mesto	29	493245N	174431E	5433732	Hranice na Morave m	29		CZ	1
5401187	Hranice v Cechach	29	501808N	121054E	5473065	Hranice v Cechach	29		CZ	1
5401189	Hrdejovice	29	490110N	142856E	5473462	Hrdejovice	29		CZ	1
5401190	Hrdlorezy	29	485223N	145247E	5473662	Hrdlorezy	29		CZ	1
5401192	Hrdly	29	502907N	141025E	5455919	Hrdly	29		CZ	1
5401193	Hrdonovice	29	502925N	151552E	5455870	Hrdonovice	29		CZ	1
5401199	Hrob	29	503937N	134320E	5454189	Hrob	29		CZ	1
5401200	Hrobce	29	502729N	141347E	5455949	Hrobce	29		CZ	1
5401202	Hrochuv Tynec	29	495759N	155428E	5455613	Hrochuv Tynec	29		CZ	1
5401204	Hronov zast.	29	502925N	161110E	5453830	Hronov zast.	29		CZ	1
5401209	Hroznetin	29	501826N	125207E	5473485	Hroznetin	29		CZ	1
5401210	Hroznetin zast.	29	501848N	125141E	5473495	Hroznetin zast.	29		CZ	1
5401211	Hruba Skala	29	503301N	151246E	5455340	Hruba Skala	29		CZ	1
5401212	Hruba Voda	29	494011N	172619E	5433752	Hruba Voda	29		CZ	1
5401213	Hruba Voda zast.	29	494006N	172518E	5433762	Hruba Voda zast.	29		CZ	1
5401214	Hruba Voda-Smilov	29	494121N	172626E	5433432	Hruba Voda-Smilov	29		CZ	1
5401216	Hrusky zast.	29	484713N	165853E	5433915	Hrusky zast.	29		CZ	1
5401217	Hrusova	29	495440N	161148E	5455273	Hrusova	29		CZ	1
5401218	Hrusovany nad Jevisovkou	29	484837N	162301E	5433925	Hrusovany nad Jevis	29		CZ	1
5401219	Hrusovany u Brna	29	490204N	163529E	5433955	Hrusovany u Brna	29		CZ	1
5401220	Hrebeny	29	501319N	123452E	5476495	Hrebeny	29		CZ	1
5401221	Hribeci	29	491915N	151833E	5474202	Hribeci	29		CZ	1
5401222	Hrivice	29	501708N	134331E	5454969	Hrivice	29		CZ	1
5401224	Hudcice	29	493139N	135544E	5473141	Hudcice	29		CZ	1
5401228	Humpolec	29	493206N	152054E	5455813	Humpolec	29		CZ	1
5401231	Hurky	29	490243N	150930E	5474442	Hurky	29		CZ	1
5401232	Husinec	29	490259N	140135E	5473822	Husinec	29		CZ	1
5401233	Huslenky	29	491811N	180531E	5433502	Huslenky	29		CZ	1
5401234	Huslenky zast.	29	491834N	180712E	5433512	Huslenky zast.	29		CZ	1
5401236	Hustopece nad Becvou	29	493125N	175151E	5433812	Hustopece nad Becvo	29		CZ	1
5401237	Hustopece u Brna	29	485615N	164409E	5434015	Hustopece u Brna	29		CZ	1
5401238	Hustenovice	29	490655N	172756E	5434025	Hustenovice	29		CZ	1
5401240	Hvezdonice	29	495221N	144619E	5455926	Hvezdonice	29		CZ	1
5401241	Hvezdonovice	29	491322N	154530E	5435455	Hvezdonovice	29		CZ	1
5401242	Hyncice	29	503727N	161720E	5453730	Hyncice	29		CZ	1
5401243	Hyskov	29	495921N	140236E	5476074	Hyskov	29		CZ	1
5401244	Chuchelna	29	495920N	180647E	5433594	Chuchelna	29		CZ	1
8002441	Grünebach Ort	29	504638N	075408E	8088426	Grünebach Ort	29		DE	1
8002442	Grünebacherhütte	26	504654N	075330E	8088427	Grünebacherhütte	26		DE	1
8002444	Grünstadt Nord	29	493424N	081015E	8000781	Grünstadt Nord	29		DE	1
8002445	Grüntal-Wittlensweiler	29	482831N	082739E	8002445	Grüntal-Wittlenswei	29		DE	1
8002447	Grünsfeld	29	493618N	094444E	8029757	Grünsfeld	29		DE	1
8002448	Grunbach	29	484837N	092512E	8029521	Grunbach	29		DE	1
8002454	Koblenz-Güls	29	502025N	073257E	8025094	Koblenz-Güls	29		DE	1
8002457	Gündlkofen	29	483134N	120201E	8026364	Gündlkofen	29		DE	1
8002458	Günzach	29	474911N	102622E	8002304	Günzach	29		DE	1
8002461	Gütersloh Hbf	29	515425N	082306E	8013606	Gütersloh Hbf	29		DE	1
8002462	Gummersbach	29	510125N	073359E	8008392	Gummersbach	29		DE	1
8002465	Gundelfingen(Breisgau)	29	480238N	075227E	8014347	Gundelfingen(Breisg	29		DE	1
8002466	Gundelfingen(Bay)	29	483256N	102238E	8002081	Gundelfingen(Bay)	29		DE	1
8002467	Gundelsdorf	29	501648N	111805E	8022034	Gundelsdorf	29		DE	1
8002468	Gundelshausen	29	485642N	120013E	8026315	Gundelshausen	29		DE	1
8002470	Gundelsheim(Neckar)	29	491659N	090928E	8014132	Gundelsheim(Neckar)	29		DE	1
8002473	Gundersheim(Rheinhess)	29	494125N	081148E	8019328	Gundersheim(Rheinhe	29		DE	1
8002474	Guntersblum	29	494731N	082105E	8019062	Guntersblum	29		DE	1
8002477	Gustorf	29	510402N	063412E	8015281	Gustorf	29		DE	1
8002478	Gutach(Breisgau)	29	480648N	075919E	8014340	Gutach(Breisgau)	29		DE	1
8002480	Gutach Freilichtmuseum	29	481618N	081155E	8012868	Gutach Freilichtmus	29		DE	1
8002484	Guxhagen	29	511216N	092856E	8005403	Guxhagen	29		DE	1
8002489	Lörrach-Haagen/Messe	29	473800N	074051E	8014443	Lörrach-Haagen/Mess	29		DE	1
8002490	Haan	29	511117N	065953E	8008180	Haan	29		DE	1
8002491	Haar	29	480641N	114352E	8020209	Haar	29		DE	1
8002494	Hachenburg	29	503950N	074922E	8019536	Hachenburg	29		DE	1
8002495	Hadamar	29	502650N	080236E	8011213	Hadamar	29		DE	1
8002496	Hademarschen	29	540722N	092452E	8046171	Hademarschen	29		DE	1
8002498	Hähnlein-Alsbach	29	494422N	083624E	8011299	Hähnlein-Alsbach	29		DE	1
8002499	Hämelerwald	29	522117N	100638E	8013257	Hämelerwald	29		DE	1
8002501	Häuserhof	29	502507N	085621E	8011224	Häuserhof	29		DE	1
8002504	Haffkrug	29	540315N	104434E	8001642	Haffkrug	29		DE	1
8002506	Hagelstadt	29	485345N	121253E	8026333	Hagelstadt	29		DE	1
8002507	Hagen(Han)	29	523425N	092432E	8013730	Hagen(Han)	29		DE	1
8002509	Gevelsberg-Kipp	29	511912N	071938E	8008519	Gevelsberg-Kipp	29		DE	1
8002512	Hagen-Heubing	29	512108N	072523E	8008041	Hagen-Heubing	29		DE	1
8002514	Hagen-Oberhagen	29	512104N	072844E	8008367	Hagen-Oberhagen	29		DE	1
8002515	Hagenbach	29	490059N	081512E	8019104	Hagenbach	29		DE	1
8002517	Hagenbüchach	29	493211N	104604E	8022498	Hagenbüchach	29		DE	1
8002518	Hahn Flughafen Terminal 2	29	495649N	071616E	8013370	Hahn Flughafen Term	29		DE	1
8002520	Feucht-Moosbach	29	492316N	111539E	8022337	Feucht-Moosbach	29		DE	1
8002523	Haidenaab-Göppmannsbühl	29	495309N	114912E	8026088	Haidenaab-Göppmanns	29		DE	1
8002524	Haiger Obertor	29	504428N	081207E	8088428	Haiger Obertor	29		DE	1
8002526	Hailer-Meerholz	29	501123N	090902E	8011046	Hailer-Meerholz	29		DE	1
8002528	Rodgau-Hainhausen	29	500225N	085232E	8011165	Rodgau-Hainhausen	29		DE	1
8002529	Hainstadt(Baden)	29	493235N	091937E	8014158	Hainstadt(Baden)	29		DE	1
8002531	Hainburg Hainstadt	29	500441N	085617E	8011366	Hainburg Hainstadt	29		DE	1
8002532	Haitz-Höchst	29	501231N	091337E	8011047	Haitz-Höchst	29		DE	1
8002533	Halbmeil	29	481727N	081614E	8014507	Halbmeil	29		DE	1
8002534	Hallbergmoos	29	481833N	114252E	8020656	Hallbergmoos	29		DE	1
8002536	Haldern(Rheinl)	29	514621N	062721E	8010284	Haldern(Rheinl)	29		DE	1
8002537	Halen	29	522021N	075642E	8021265	Halen	29		DE	1
8002539	Halle(Westf)	29	520326N	082128E	8021487	Halle(Westf)	29		DE	1
8002542	Hallstadt(b Bamberg)	26	495546N	105308E	8022089	Hallstadt(b Bamberg	26		DE	1
8002545	Halstenbek	29	533749N	095021E	8001022	Halstenbek	29		DE	1
8002546	Haltingen	29	473646N	073642E	8014424	Haltingen	29		DE	1
5402636	Rataje nad Saz. pred	29	495059N	145842E	5456406	Rataje nad Saz. pre	29		CZ	1
5402637	Rataje nad Saz. zast	26	495040N	145653E	5456016	Rataje nad Saz. zas	26		CZ	1
5402638	Rataje nad Saz.-Ivan	29	495000N	145608E	5456026	Rataje nad Saz.-Iva	29		CZ	1
5402507	Praha-Radotin	29	495909N	142151E	5453256	Praha-Radotin	29		CZ	1
5402508	Praha-Ruzyne	29	500503N	141844E	5457206	Praha-Ruzyne	29		CZ	1
5402509	Praha-Reporyje	29	500157N	141830E	5454926	Praha-Reporyje	29		CZ	1
5402510	Praha-Satalice	29	500723N	143416E	5454766	Praha-Satalice	29		CZ	1
5402511	Praha-Sedlec	29	500757N	142337E	5454506	Praha-Sedlec	29		CZ	1
5402512	Praha-Smichov sev.n.	26	500347N	142424E	5458486	Praha-Smichov sev.n	26		CZ	1
5402513	Praha-Stodulky	29	500344N	142046E	5457146	Praha-Stodulky	29		CZ	1
5402514	Praha-Strasnice zast.	29	500403N	142927E	5457306	Praha-Strasnice zas	29		CZ	1
5402515	Praha-Uhrineves	29	500202N	143529E	5454956	Praha-Uhrineves	29		CZ	1
5402516	Praha-Veleslavin	29	500542N	142047E	5457266	Praha-Veleslavin	29		CZ	1
5402517	Praha-Velka Chuchle	29	500026N	142317E	5457396	Praha-Velka Chuchle	29		CZ	1
5402518	Praha-Zbraslav	29	495813N	142400E	5455536	Praha-Zbraslav	29		CZ	1
5402519	Praha-Zlicin	26	500351N	141752E	5454046	Praha-Zlicin	26		CZ	1
5402520	Praha-Zvahov	29	500244N	142409E	5453026	Praha-Zvahov	29		CZ	1
5402521	Prachatice	29	490055N	140032E	5473832	Prachatice	29		CZ	1
5402522	Prachatice lazne	29	490020N	135952E	5473842	Prachatice lazne	29		CZ	1
5402523	Prachovice	29	495334N	153758E	5455773	Prachovice	29		CZ	1
5402526	Praskacka	29	501031N	154354E	5453110	Praskacka	29		CZ	1
5402528	Praskolesy	29	495207N	135544E	5473124	Praskolesy	29		CZ	1
5402530	Pravice	29	485057N	162212E	5433495	Pravice	29		CZ	1
5402531	Prazak	29	490851N	140826E	5473772	Prazak	29		CZ	1
5402542	Probostov	29	503941N	135018E	5453299	Probostov	29		CZ	1
5402543	Prosec nad Nisou	29	504342N	150657E	5455132	Prosec nad Nisou	29		CZ	1
5402544	Prosecne	29	503251N	154147E	5456980	Prosecne	29		CZ	1
5402545	Prosecnice	29	495150N	143157E	5455776	Prosecnice	29		CZ	1
5402546	Prosenice	29	493011N	172905E	5434652	Prosenice	29		CZ	1
5402547	Prosetice	29	503752N	135030E	5455129	Prosetice	29		CZ	1
5402548	Prosetin	29	494957N	155743E	5454833	Prosetin	29		CZ	1
5402549	Prostejov hl.n.	29	492821N	170746E	5435705	Prostejov hl.n.	29		CZ	1
5402550	Prostejov mistni nad	29	492844N	170641E	5435725	Prostejov mistni na	29		CZ	1
5402551	Prostredni Lipka	29	500556N	164516E	5453470	Prostredni Lipka	29		CZ	1
5402552	Protivec	29	500523N	131225E	5473345	Protivec	29		CZ	1
5402553	Protivin zast.	29	491147N	141321E	5473372	Protivin zast.	29		CZ	1
5402555	Prudka zastavka	29	492508N	162202E	5436455	Prudka zastavka	29		CZ	1
5402557	Przno	29	493702N	182143E	5433394	Przno	29		CZ	1
5402558	Predborice	29	495121N	151329E	5456246	Predborice	29		CZ	1
5402559	Predhradi	29	494917N	160051E	5455023	Predhradi	29		CZ	1
5402560	Predmerice nad Labem	29	501512N	154903E	5456860	Predmerice nad Labe	29		CZ	1
5402561	Predni Zborovice	29	491305N	135338E	5475022	Predni Zborovice	29		CZ	1
5402562	Prehysov	29	494324N	130729E	5474635	Prehysov	29		CZ	1
5402563	Prelouc	29	500223N	153428E	5453513	Prelouc	29		CZ	1
5402566	Prevysov	29	500910N	152427E	5453030	Prevysov	29		CZ	1
5402568	Pribor(CZ)	29	493809N	180832E	5434574	Pribor(CZ)	29		CZ	1
5402569	Pribyslav	29	493411N	154435E	5435737	Pribyslav	29		CZ	1
5402570	Pribyslav zast.	29	493446N	154304E	5435747	Pribyslav zast.	29		CZ	1
5402571	Pricina	29	500417N	134041E	5476194	Pricina	29		CZ	1
5402572	Prikazy	29	493822N	170829E	5434702	Prikazy	29		CZ	1
5402573	Prikosice	29	493947N	133907E	5476345	Prikosice	29		CZ	1
5402574	Prikosice zast.	29	494015N	133955E	5476335	Prikosice zast.	29		CZ	1
5402575	Prilepy	29	500824N	133804E	5453406	Prilepy	29		CZ	1
5402576	Primelkov	29	492037N	154429E	5433265	Primelkov	29		CZ	1
5402577	Prisovice	29	503445N	150443E	5454332	Prisovice	29		CZ	1
5402580	Pseves	29	502043N	151744E	5456310	Pseves	29		CZ	1
5402581	Psovlky	29	500616N	133553E	5476124	Psovlky	29		CZ	1
5402582	Pteni	29	493147N	165727E	5435775	Pteni	29		CZ	1
5402583	Pucery	29	495803N	150622E	5456486	Pucery	29		CZ	1
5402586	Pusta Kamenice	29	494517N	160454E	5455053	Pusta Kamenice	29		CZ	1
5402590	Pustovety	29	500318N	134901E	5475984	Pustovety	29		CZ	1
5402591	Putim	29	491550N	140754E	5475662	Putim	29		CZ	1
5402592	Pysely	29	495142N	144159E	5455056	Pysely	29		CZ	1
5402595	Racice nad Berounkou	29	500129N	135523E	5476044	Racice nad Berounko	29		CZ	1
5402597	Racineves	29	502149N	141307E	5454117	Racineves	29		CZ	1
5402599	Radejcin	29	503449N	140012E	5455189	Radejcin	29		CZ	1
5402600	Radim	29	500424N	150026E	5453136	Radim	29		CZ	1
5402601	Radkov	29	490846N	152819E	5474920	Radkov	29		CZ	1
5402602	Radlo	29	504139N	150630E	5454242	Radlo	29		CZ	1
5402603	Radnice	29	495130N	133548E	5474155	Radnice	29		CZ	1
5402604	Radnov	29	493251N	153035E	5455853	Radnov	29		CZ	1
5402605	Radnovice	29	493343N	160201E	5437045	Radnovice	29		CZ	1
5402606	Radomysl(CZ)	29	491913N	135655E	5473242	Radomysl(CZ)	29		CZ	1
5402607	Radomysl zast.	29	491848N	135558E	5473252	Radomysl zast.	29		CZ	1
5402608	Radonice nad Ohri	29	502211N	135451E	5455519	Radonice nad Ohri	29		CZ	1
5402609	Radonice u Kadane	29	501753N	131638E	5453669	Radonice u Kadane	29		CZ	1
5402610	Radostice	29	490804N	162741E	5436205	Radostice	29		CZ	1
5402612	Radosovice	29	491357N	135407E	5475012	Radosovice	29		CZ	1
5402613	Radous	29	495018N	140103E	5476834	Radous	29		CZ	1
5402615	Radvanice	29	503431N	160333E	5457320	Radvanice	29		CZ	1
5402618	Rajec-Jestrebi	29	492431N	163739E	5435805	Rajec-Jestrebi	29		CZ	1
5402620	Rajhrad	29	490504N	163619E	5435815	Rajhrad	29		CZ	1
5402621	Rajnochovice	29	492555N	174751E	5434646	Rajnochovice	29		CZ	1
5402625	Rakovnik	29	500556N	134411E	5476094	Rakovnik	29		CZ	1
5402626	Rakovnik zast.	29	500621N	134459E	5453466	Rakovnik zast.	29		CZ	1
5402627	Raksice	29	490051N	162042E	5435835	Raksice	29		CZ	1
5402628	Rakvice	29	485158N	164921E	5435625	Rakvice	29		CZ	1
5402629	Ramzova	29	501138N	170349E	5434482	Ramzova	29		CZ	1
5402630	Rantirov	29	492424N	153047E	5475860	Rantirov	29		CZ	1
5402631	Rapotice	29	491101N	161527E	5435855	Rapotice	29		CZ	1
5402632	Rapotin	29	500052N	170158E	5434532	Rapotin	29		CZ	1
5402634	Raspenava	29	505347N	150749E	5454812	Raspenava	29		CZ	1
5402635	Rataje nad Sazavou	26	495038N	145702E	5456396	Rataje nad Sazavou	26		CZ	1
5600025	Nove Zamky	29	475942N	181026E	5613436	Nove Zamky	29		SK	1
5600028	Palarikovo	29	480336N	180455E	5613416	Palarikovo	29		SK	1
5600030	Puchov	29	490649N	181939E	5617725	Puchov	29		SK	1
5501537	Jobbagyi	29	474945N	194115E	5547704	Jobbagyi	29		HU	1
5501539	Josvafö-Aggtelek	29	482924N	204141E	5513011	Josvafö-Aggtelek	29		HU	1
5501543	Jozsef Szanatorium	29	464216N	211957E	5518713	Jozsef Szanatorium	29		HU	1
5501544	Hortobágy	29	473510N	210916E	5514522	Hortobágy	29		HU	1
5501547	Kaba	29	472208N	211533E	5513870	Kaba	29		HU	1
5501578	Ikreny	29	473928N	173124E	4302519	Ikreny	29		HU	1
5501590	Ipolytarnoc	29	481412N	193747E	5511056	Ipolytarnoc	29		HU	1
5501616	Szabadisosto	29	465608N	180715E	5503335	Szabadisosto	29		HU	1
