CODE_VALUE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE	LATITUDE	LONGITUDE	GENERIC_LOCATION_CODE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE		COUNTRY_CODE	STATUS_CODE
8000079	Puttgarden(MS)	29	543007N	111340E	8001695	Puttgarden(MS)	29		DE	1
8000080	Dortmund Hbf	26	513104N	072733E	8010053	Dortmund Hbf	26		DE	1
8000081	Dortmund-Dorstfeld	29	513034N	072530E	8010338	Dortmund-Dorstfeld	29		DE	1
8000082	Düsseldorf Flughafen	29	511731N	064713E	8039904	Düsseldorf Flughafe	29		DE	1
8000083	Dülmen	29	514940N	071745E	8021005	Dülmen	29		DE	1
8000084	Düren	29	504834N	062857E	8015330	Düren	29		DE	1
8000085	Düsseldorf Hbf	26	511312N	064740E	80G0023	Düsseldorf Hbf	26		DE	1
8000086	Duisburg Hbf	26	512547N	064633E	8010316	Duisburg Hbf	26		DE	1
8000087	Solingen Hbf	29	510939N	070015E	8008182	Solingen Hbf	29		DE	1
8000088	Soltau(Han)	29	525859N	094952E	8013646	Soltau(Han)	29		DE	1
8000089	Stade	29	533546N	092837E	8001209	Stade	29		DE	1
8000090	Eichenberg	29	512229N	095517E	8013046	Eichenberg	29		DE	1
8000091	Steinach(b Rothenburg ob der Tauber)	29	492712N	101625E	8022693	Steinach(b Rothenbu	29		DE	1
8000092	Elmshorn	29	534514N	093934E	8001288	Elmshorn	29		DE	1
8000093	Elze(Han)	29	520713N	094449E	8013420	Elze(Han)	29		DE	1
8000094	Engers	29	502534N	073249E	8019493	Engers	29		DE	1
8000095	Straubing	29	485237N	123427E	8026397	Straubing	29		DE	1
8000096	Stuttgart Hbf	26	484703N	091054E	8029376	Stuttgart Hbf	26		DE	1
8000098	Essen Hbf	26	512705N	070053E	8010184	Essen Hbf	26		DE	1
8000099	Essen-Steele	29	512702N	070432E	8010209	Essen-Steele	29		DE	1
8000100	Euskirchen	29	503928N	064732E	8015427	Euskirchen	29		DE	1
5401252	Chmeliste	29	495344N	150323E	5456436	Chmeliste	29		CZ	1
5401254	Chocerady	29	495212N	144822E	5455936	Chocerady	29		CZ	1
5401255	Chodova Plana	29	495410N	124330E	5474955	Chodova Plana	29		CZ	1
5401256	Chodska Lhota	29	492155N	130404E	5473825	Chodska Lhota	29		CZ	1
5401257	Cholina	29	493929N	170340E	5434102	Cholina	29		CZ	1
5401258	Choltice	29	495922N	153835E	5455743	Choltice	29		CZ	1
5401259	Chomutov mesto	29	502812N	132450E	5453509	Chomutov mesto	29		CZ	1
5401260	Choratice	29	504325N	141110E	5455749	Choratice	29		CZ	1
5401125	Horni Povelice	29	501333N	173917E	5434324	Horni Povelice	29		CZ	1
8800014	Rivage	29	502906N	053509E	8842705	Rivage	29		BE	1
8800015	Flemalle-Haute	29	503541N	052722E	8843208	Flemalle-Haute	29		BE	1
8800017	Welkenraedt	29	503934N	055830E	8844503	Welkenraedt	29		BE	1
8800019	Andenne	29	502949N	050541E	8863404	Andenne	29		BE	1
8800020	Jemelle	29	500937N	051600E	8864006	Jemelle	29		BE	1
8800021	Libramont	29	495511N	052246E	8865003	Libramont	29		BE	1
8800022	Arlon	29	494048N	054834E	8866001	Arlon	29		BE	1
8800023	Erquelinnes	29	501813N	040644E	8871605	Erquelinnes	29		BE	1
8800026	Quevy	29	502026N	035434E	8881505	Quevy	29		BE	1
8800027	Enghien/Edingen	29	504150N	040251E	8883311	Enghien/Edingen	29		BE	1
8800028	Leuze	29	503602N	033700E	8886348	Leuze	29		BE	1
8800030	Oostende	29	511343N	025537E	8891702	Oostende	29		BE	1
8800032	Aarschot	29	505903N	044926E	8833209	Aarschot	29		BE	1
8800034	Bastogne-Sud	29	495957N	054231E	8865110	Bastogne-Sud	29		BE	1
8800035	Bertrix	29	495110N	051604E	8865300	Bertrix	29		BE	1
8800036	Berzee	29	501708N	042422E	8873320	Berzee	29		BE	1
8800037	Beveren	29	511230N	041535E	8894748	Beveren	29		BE	1
8800038	Bilzen	29	505206N	053033E	8831138	Bilzen	29		BE	1
8800039	Blankenberge	29	511842N	030804E	8891405	Blankenberge	29		BE	1
8800040	Blaton	29	503019N	034000E	8884715	Blaton	29		BE	1
8800041	Braine-le-Comte	29	503620N	040819E	8883006	Braine-le-Comte	29		BE	1
8800042	Braine-l'Alleud	29	504104N	042233E	8814258	Braine-l'Alleud	29		BE	1
8800043	Brussels Airport - Zaventem	29	505352N	042901E	8819406	Brussels Airport - 	29		BE	1
8800044	Buggenhout	29	510059N	041203E	8822145	Buggenhout	29		BE	1
8800045	Chatelet	29	502434N	043114E	8874005	Chatelet	29		BE	1
8800046	Ciney	29	501729N	050528E	8864501	Ciney	29		BE	1
8800047	De Panne	29	510439N	023606E	8892338	De Panne	29		BE	1
8800048	De Pinte	29	505948N	033859E	8892080	De Pinte	29		BE	1
8800049	Deinze	29	505841N	033206E	8892106	Deinze	29		BE	1
8800052	Diest	29	505934N	050305E	8831401	Diest	29		BE	1
8800053	Diksmuide	29	510158N	025209E	8892452	Diksmuide	29		BE	1
8800054	Dinant	29	501540N	045428E	8863503	Dinant	29		BE	1
8800055	Fleurus	29	502856N	043238E	8872413	Fleurus	29		BE	1
8800056	Geel	29	511008N	045920E	8832433	Geel	29		BE	1
8800057	Gembloux	29	503414N	044129E	8861200	Gembloux	29		BE	1
8800059	Geraardsbergen	29	504614N	035218E	8895505	Geraardsbergen	29		BE	1
8800060	Gouvy	29	501123N	055713E	8845005	Gouvy	29		BE	1
8800061	Grupont	29	500527N	051650E	8864337	Grupont	29		BE	1
8800062	Heide (B)	29	512153N	042737E	8821519	Heide (B)	29		BE	1
8800063	Herentals	29	511052N	044943E	8821717	Herentals	29		BE	1
8800064	Herseaux	29	504249N	031446E	8885753	Herseaux	29		BE	1
8800065	Houyet	29	501124N	050022E	8863842	Houyet	29		BE	1
8800066	Ieper	29	505052N	025234E	8896503	Ieper	29		BE	1
8800067	Izegem	29	505516N	031253E	8896909	Izegem	29		BE	1
8800068	Jamioulx	29	502110N	042441E	8871175	Jamioulx	29		BE	1
8800069	Jemeppe-sur-Sambre	29	502706N	043951E	8874724	Jemeppe-sur-Sambre	29		BE	1
8800070	Jette	29	505251N	041943E	8812047	Jette	29		BE	1
8800071	Jurbise	29	503149N	035436E	8881166	Jurbise	29		BE	1
8800072	Kapellen(B)	29	511848N	042558E	8821535	Kapellen(B)	29		BE	1
8800075	Koksijde	29	510445N	023911E	8892320	Koksijde	29		BE	1
8800076	Kortemark	29	510130N	030235E	8892403	Kortemark	29		BE	1
8800077	Kortrijk	29	504928N	031551E	8896008	Kortrijk	29		BE	1
8800079	Landen	29	504452N	050449E	8833605	Landen	29		BE	1
8800080	Leopoldsburg	29	510703N	051528E	8832003	Leopoldsburg	29		BE	1
8800081	Lessines	29	504247N	035013E	8886504	Lessines	29		BE	1
8800082	Lichtervelde	29	510130N	030738E	8892205	Lichtervelde	29		BE	1
8800083	Lier(B)	29	510809N	043336E	8821600	Lier(B)	29		BE	1
8800084	Tielt	29	505926N	031947E	8892254	Tielt	29		BE	1
8800085	Tienen	29	504828N	045532E	8833308	Tienen	29		BE	1
8800086	Tongeren	29	504702N	052826E	8831310	Tongeren	29		BE	1
8800087	Torhout	29	510352N	030620E	8891314	Torhout	29		BE	1
8800088	Trois-Ponts	29	502209N	055223E	8845203	Trois-Ponts	29		BE	1
8800089	Veurne	29	510426N	024014E	8892304	Veurne	29		BE	1
8800090	Vilvoorde	29	505528N	042559E	8811189	Vilvoorde	29		BE	1
8800091	Walcourt	29	501533N	042610E	8873007	Walcourt	29		BE	1
8800092	Waregem	29	505327N	032531E	8896149	Waregem	29		BE	1
8800093	Waremme	29	504140N	051458E	8841400	Waremme	29		BE	1
8800094	Wetteren	29	510006N	035257E	8893559	Wetteren	29		BE	1
8602985	Birk Centerpark st	29	560732N	090146E	8600269	Birk Centerpark st	29		DK	1
8602989	Koebenhavn Ingerslevsgade	26	554013N	123356E	8602989	Koebenhavn Ingersle	26		DK	1
8602997	Taarnby st	29	553747N	123607E	8600857	Taarnby st	29		DK	1
8603022	Egedal st	29	554717N	121037E	8600956	Egedal st	29		DK	1
8603266	Bagsvaerd	29	554542N	122715E	8600692	Bagsvaerd	29		DK	1
8602262	Slotspavillonen st	29	555633N	121840E	8601433	Slotspavillonen st	29		DK	1
8602278	Snedsted st	29	565332N	083137E	8600401	Snedsted st	29		DK	1
8602280	Snekkersten st	29	560033N	123458E	8600668	Snekkersten st	29		DK	1
8602292	Soeborg Station (Gilleleje)	29	560602N	122002E	8601631	Soeborg Station (Gi	29		DK	1
8602311	Solroed Strand st	29	553200N	121305E	8600790	Solroed Strand st	29		DK	1
8602332	Soenderborg st	29	545446N	094643E	8600327	Soenderborg st	29		DK	1
8602349	Sorgenfri st	29	554652N	122901E	8600636	Sorgenfri st	29		DK	1
8602350	Soroe st	29	552508N	113408E	8600608	Soroe st	29		DK	1
8602390	Staeremosen st	29	560644N	121907E	8601630	Staeremosen st	29		DK	1
8602411	Stengaarden st	29	554524N	122823E	8600691	Stengaarden st	29		DK	1
8602418	Stenloese st	29	554600N	121124E	8600711	Stenloese st	29		DK	1
8602422	Stenstrup st	29	550752N	103034E	8600566	Stenstrup st	29		DK	1
8602423	Stenstrup Syd st	29	550714N	103054E	8600567	Stenstrup Syd st	29		DK	1
8602438	Stoholm st	29	562915N	090900E	8600180	Stoholm st	29		DK	1
8602466	Struer st	29	562927N	083606E	8600189	Struer st	29		DK	1
8602472	Studsgaard st	29	560529N	085437E	8600277	Studsgaard st	29		DK	1
8602484	Svanemoellen st	29	554256N	123444E	8600654	Svanemoellen st	29		DK	1
8602485	Sveboelle st	29	553909N	111730E	8600724	Sveboelle st	29		DK	1
8602486	Svejbaek st	29	560759N	093809E	8600264	Svejbaek st	29		DK	1
8602487	Svendborg st	29	550335N	103644E	8600551	Svendborg st	29		DK	1
8602488	Svendborg Vest st	29	550321N	103455E	8600555	Svendborg Vest st	29		DK	1
8602500	Sydhavn st	29	553917N	123215E	8600760	Sydhavn st	29		DK	1
8602503	Taastrup(v Koebenh.)	29	553909N	121805E	8600620	Taastrup(v Koebenh.	29		DK	1
8602517	Tarm st	29	555436N	083114E	8600206	Tarm st	29		DK	1
8602526	Taulov st	29	553242N	093657E	8600081	Taulov st	29		DK	1
8602538	Thisted st	29	565710N	084116E	8600404	Thisted st	29		DK	1
8602546	Thyregod st	29	555426N	091459E	8600290	Thyregod st	29		DK	1
8602549	Tim st	29	561144N	081821E	8600198	Tim st	29		DK	1
8602553	Tinglev st	29	545610N	091530E	8600097	Tinglev st	29		DK	1
8602561	Tistrup st	29	554300N	083554E	8600210	Tistrup st	29		DK	1
8602562	Tisvildeleje st	29	560334N	120440E	8601437	Tisvildeleje st	29		DK	1
8602563	Tjaereborg st	29	552800N	083445E	8600218	Tjaereborg st	29		DK	1
8602581	Toelloese st	29	553643N	114624E	8600717	Toelloese st	29		DK	1
8602584	Tolne st	29	572909N	101849E	8600006	Tolne st	29		DK	1
8602588	Tommerup st	29	552059N	101057E	8600509	Tommerup st	29		DK	1
8602589	Toender st	29	545600N	085137E	8600432	Toender st	29		DK	1
8602623	Trekroner st	29	553852N	120750E	8600755	Trekroner st	29		DK	1
8602628	Troldhede st	29	555929N	084449E	8600279	Troldhede st	29		DK	1
8602638	Tureby st	29	552225N	120434E	8600806	Tureby st	29		DK	1
8602674	Uglev st	29	563644N	083229E	8600393	Uglev st	29		DK	1
8602678	Ulfborg st	29	561618N	081931E	8600197	Ulfborg st	29		DK	1
8602691	Ulstrup st	29	562343N	094740E	8600171	Ulstrup st	29		DK	1
8602711	Vaerloese st	29	554656N	122221E	8600695	Vaerloese st	29		DK	1
8602714	Valby(Koebenhavn)	29	553950N	123052E	8600624	Valby(Koebenhavn)	29		DK	1
8602717	Vallensbaek st	29	553724N	122317E	8600767	Vallensbaek st	29		DK	1
8602722	Vamdrup st	29	552541N	091711E	8600087	Vamdrup st	29		DK	1
8602726	Vangede st	29	554421N	123129E	8600689	Vangede st	29		DK	1
8602728	Vanloese St.	26	554114N	122930E	8603301	Vanloese St.	26		DK	1
8602729	Varde st	29	553658N	082904E	8600212	Varde st	29		DK	1
8602735	Vedbaek st	29	555110N	123345E	8600662	Vedbaek st	29		DK	1
8602748	Vejby st	29	560345N	120810E	8601439	Vejby st	29		DK	1
8602750	Vejen st	29	552832N	090811E	8600223	Vejen st	29		DK	1
8602756	Vejle st	29	554223N	093213E	8600073	Vejle st	29		DK	1
8602770	Veksoe st	29	554500N	121428E	8600710	Veksoe st	29		DK	1
8602775	Vemb st	29	562038N	082045E	8600196	Vemb st	29		DK	1
8602817	Vesterport st	29	554036N	123345E	8600645	Vesterport st	29		DK	1
8602822	Vibehus st	29	555737N	115223E	8601737	Vibehus st	29		DK	1
8602823	Viborg st	29	562651N	092349E	8600176	Viborg st	29		DK	1
8602824	Viby Jylland st	29	560720N	100937E	8601525	Viby Jylland st	29		DK	1
8602825	Viby Sjaelland st	29	553241N	120139E	8600615	Viby Sjaelland st	29		DK	1
8602835	Vildbjerg st	29	561153N	084615E	8600298	Vildbjerg st	29		DK	1
8602851	Vinderup st	29	562858N	084700E	8600187	Vinderup st	29		DK	1
8602864	Virum st	29	554746N	122822E	8600676	Virum st	29		DK	1
8602867	Visby st	29	550034N	084807E	8600431	Visby st	29		DK	1
8602887	Vojens st	29	551455N	091818E	8600091	Vojens st	29		DK	1
8602903	Vordingborg st	29	550045N	115358E	8600816	Vordingborg st	29		DK	1
8602906	Vraa st	29	572117N	095632E	8600013	Vraa st	29		DK	1
8602919	Ydby st	29	564252N	082355E	8600396	Ydby st	29		DK	1
8602928	Lyngby(v Koebenhavn)	29	554605N	123010E	8600675	Lyngby(v Koebenhavn	29		DK	1
8602933	Kastrup(Gr)	29	553755N	123948E	8600854	Kastrup(Gr)	29		DK	1
8602955	Toender Nord st	29	545620N	085140E	8600434	Toender Nord st	29		DK	1
8602956	Vejle Sygehus st	29	554254N	093212E	8600281	Vejle Sygehus st	29		DK	1
8602972	Gilleleje Oest st	29	560722N	121832E	8601604	Gilleleje Oest st	29		DK	1
8602981	Bispebjerg st	29	554223N	123230E	8600739	Bispebjerg st	29		DK	1
5401245	Chlum u Rakovnika	29	500434N	134638E	5475964	Chlum u Rakovnika	29		CZ	1
5401246	Chlum u Trebone	29	485702N	145205E	5473692	Chlum u Trebone	29		CZ	1
5401247	Chlumcany u Loun	29	502040N	135044E	5453677	Chlumcany u Loun	29		CZ	1
5401249	Chlumec u C.Budejovic	29	485211N	142510E	5475322	Chlumec u C.Budejov	29		CZ	1
5401251	Chlumin	29	501603N	142726E	5454596	Chlumin	29		CZ	1
921090	Wien Kainachgasse	26	481655N	162655E	921090	Wien Kainachgasse	26		AT	1
921091	Wien Leopoldau Bahnhst (Thayagasse/Triestinggasse)	26	481642N	162706E	921091	Wien Leopoldau Bahn	26		AT	1
921092	Wien Großfeldsiedlung (Dopschstraße)	26	481613N	162652E	921092	Wien Großfeldsiedlu	26		AT	1
921093	Wien Leopoldau Bahnhst (Möllplatz)	26	481640N	162656E	921093	Wien Leopoldau Bahn	26		AT	1
921094	Wien Matthäus-Jiszda-Straße (Straßenbahn)	26	481514N	162342E	921094	Wien Matthäus-Jiszd	26		AT	1
921095	Wien Frömmlgasse	29	481523N	162332E	921095	Wien Frömmlgasse	29		AT	1
921096	Wien Dunantgasse	29	481536N	162320E	921096	Wien Dunantgasse	29		AT	1
921097	Wien Jedlesee Bellgasse	29	481546N	162313E	921097	Wien Jedlesee Bellg	29		AT	1
921098	Wien Jeneweingasse	26	481558N	162307E	921098	Wien Jeneweingasse	26		AT	1
921099	Wien Anton-Bosch-Gasse	26	481610N	162315E	921099	Wien Anton-Bosch-Ga	26		AT	1
921100	Wien Jedleseer Friedhof	29	481613N	162301E	921100	Wien Jedleseer Frie	29		AT	1
921101	Wien Jedlesee Überfuhrstraße	29	481610N	162248E	921101	Wien Jedlesee Überf	29		AT	1
921102	Wien Obergfellplatz	26	481600N	162322E	921102	Wien Obergfellplatz	26		AT	1
921103	Wien Meyerbeergasse	29	481621N	162241E	921103	Wien Meyerbeergasse	29		AT	1
921104	Wien Zallingergasse	29	481629N	162232E	921104	Wien Zallingergasse	29		AT	1
921105	Wien Voltelinistraße	29	481637N	162225E	921105	Wien Voltelinistraß	29		AT	1
921106	Wien Schwarzlackenau (Georgistraße)	26	481641N	162211E	921106	Wien Schwarzlackena	26		AT	1
921107	Wien Schwarzlackenau (Am Hubertusdamm)	26	481640N	162208E	921107	Wien Schwarzlackena	26		AT	1
921108	Wien Segelzentrum Nord	29	481645N	162203E	921108	Wien Segelzentrum N	29		AT	1
921109	Wien Lohnergasse	29	481655N	162209E	921109	Wien Lohnergasse	29		AT	1
921110	Wien Hofherr-Schrantz-Gasse	29	481659N	162218E	921110	Wien Hofherr-Schran	29		AT	1
921111	Wien Anton-Störck-Gasse	26	481554N	162311E	921111	Wien Anton-Störck-G	26		AT	1
921112	Wien Vohburggasse	29	481701N	162229E	921112	Wien Vohburggasse	29		AT	1
921113	Wien Strohbogasse	29	481703N	162236E	921113	Wien Strohbogasse	29		AT	1
921114	Wien Scheydgasse/Autokaderstraße	29	481707N	162245E	921114	Wien Scheydgasse/Au	29		AT	1
921115	Wien Neue Donau (Schleife West)	26	481447N	162343E	921115	Wien Neue Donau (Sc	26		AT	1
921116	Wien Hubertusdamm (Floridsdorfer Hauptstraße)	26	481502N	162330E	921116	Wien Hubertusdamm (	26		AT	1
921117	Wien Sebastian-Kohl-Gasse	29	481532N	162435E	921117	Wien Sebastian-Kohl	29		AT	1
921118	Wien Patrizigasse	29	481527N	162416E	921118	Wien Patrizigasse	29		AT	1
921119	Wien Hawlicekgasse	29	481537N	162457E	921119	Wien Hawlicekgasse	29		AT	1
921120	Wien Töllergasse	29	481542N	162518E	921120	Wien Töllergasse	29		AT	1
921121	Wien Heinrich-von-Buol-Gasse/Axel-Corti-Gasse	26	481554N	162533E	921121	Wien Heinrich-von-B	26		AT	1
921122	Wien Richard-Neutra-Gasse	26	481601N	162552E	921122	Wien Richard-Neutra	26		AT	1
921123	Wien Schönthalergasse	29	481611N	162554E	921123	Wien Schönthalergas	29		AT	1
921124	Wien Felmayergasse	29	481619N	162555E	921124	Wien Felmayergasse	29		AT	1
921125	Wien Egon-Friedell-Gasse	29	481626N	162611E	921125	Wien Egon-Friedell-	29		AT	1
921126	Wien Dopschstraße	29	481609N	162620E	921126	Wien Dopschstraße	29		AT	1
921127	Wien Kürschnergasse	26	481634N	162646E	921127	Wien Kürschnergasse	26		AT	1
5101202	Gniewczyna	29	500601N	223116E	5108313	Gniewczyna	29		PL	1
5101203	Gliniczek	29	494413N	213227E	5108337	Gliniczek	29		PL	1
5101204	Gronajny	29	535932N	190310E	5100806	Gronajny	29		PL	1
5101112	Gardeja	29	533531N	185600E	5102055	Gardeja	29		PL	1
5101114	Gdansk Lipce	29	541806N	183809E	5100724	Gdansk Lipce	29		PL	1
5101116	Gdansk Orunia	29	541927N	183804E	5100725	Gdansk Orunia	29		PL	1
5101117	Gdansk Politechnika	29	542227N	183737E	5100752	Gdansk Politechnika	29		PL	1
5101118	Gdynia Orlowo	29	542836N	183254E	5100593	Gdynia Orlowo	29		PL	1
5101120	Gdynia Stocznia	29	543132N	183108E	5100604	Gdynia Stocznia	29		PL	1
5101124	Gdynia Wielki Kack	29	542757N	183017E	5100613	Gdynia Wielki Kack	29		PL	1
5101126	Gdynia Redlowo	29	542930N	183218E	5100591	Gdynia Redlowo	29		PL	1
5101127	Gdansk Zaspa	29	542323N	183529E	5100755	Gdansk Zaspa	29		PL	1
5101129	Gronowo Elblaskie	29	540519N	191813E	5100822	Gronowo Elblaskie	29		PL	1
5101130	Grebocice	29	513542N	161059E	5104244	Grebocice	29		PL	1
5101131	Grebocin	29	530245N	184126E	5101994	Grebocin	29		PL	1
5101132	Grodek	29	513445N	224736E	5104004	Grodek	29		PL	1
5101135	Gluszyca Gorna	29	504022N	162218E	5105521	Gluszyca Gorna	29		PL	1
5101138	Gorlice Glinik	29	494012N	211020E	5124818	Gorlice Glinik	29		PL	1
5101140	Gogolin	29	502935N	180107E	5106190	Gogolin	29		PL	1
5101141	Grzegorzewo	29	522906N	212544E	5103778	Grzegorzewo	29		PL	1
5101142	Glogowek	29	502050N	175229E	5106746	Glogowek	29		PL	1
5101144	Glucholazy Miasto	29	501849N	172317E	5105713	Glucholazy Miasto	29		PL	1
5101147	Goniadz	29	532734N	224400E	5102414	Goniadz	29		PL	1
5101149	Gieniusze	29	532257N	232608E	5102430	Gieniusze	29		PL	1
5101151	Gierwaty	29	525933N	213614E	5102365	Gierwaty	29		PL	1
5101154	Gieraltow	29	511238N	151704E	5105193	Gieraltow	29		PL	1
5101155	Gieraltow Wykroty	29	511130N	151800E	5105192	Gieraltow Wykroty	29		PL	1
5101158	Grajewo	29	533858N	222654E	5101225	Grajewo	29		PL	1
5101160	Golubie Kaszubskie	29	541246N	180214E	5101774	Golubie Kaszubskie	29		PL	1
5101162	Grodzisko Dolne	29	501011N	223034E	5108317	Grodzisko Dolne	29		PL	1
5101164	Garki	29	513236N	173857E	5104606	Garki	29		PL	1
5101165	Gorzuchow Klodzki	29	502918N	163434E	5105734	Gorzuchow Klodzki	29		PL	1
5101166	Gdansk Osowa	29	542515N	182706E	5100612	Gdansk Osowa	29		PL	1
5101167	Gora Kalwaria	29	515922N	211138E	5104034	Gora Kalwaria	29		PL	1
5101168	Gorki Sl.	29	500832N	182322E	5106886	Gorki Sl.	29		PL	1
5101169	Gorki Noteckie	29	524725N	152928E	5101434	Gorki Noteckie	29		PL	1
5101170	Golaszewo Kujawskie	29	523245N	190530E	5102173	Golaszewo Kujawskie	29		PL	1
5101171	Gadkow Wielki	29	521446N	145749E	5102590	Gadkow Wielki	29		PL	1
5101175	Golab	29	513002N	215511E	5105005	Golab	29		PL	1
5101176	Gluchow	29	500500N	221643E	5108303	Gluchow	29		PL	1
5101177	Glebokie Miedzyrzec.	29	522904N	153205E	5102658	Glebokie Miedzyrzec	29		PL	1
5101178	Glogow Malopolski	29	500852N	215734E	5108294	Glogow Malopolski	29		PL	1
5101179	Glogow Huta	29	514032N	155932E	5104246	Glogow Huta	29		PL	1
5101180	Gliwice Kuznica	29	502124N	183717E	5107013	Gliwice Kuznica	29		PL	1
5101181	Gliwice Labedy	29	502026N	183722E	5107010	Gliwice Labedy	29		PL	1
5101185	Gluszyno Pomorskie	29	542923N	172529E	5100492	Gluszyno Pomorskie	29		PL	1
5101187	Golotczyzna	29	524703N	204056E	5103688	Golotczyzna	29		PL	1
5101189	Gralewo	29	531912N	200206E	5102247	Gralewo	29		PL	1
5101191	Gluszyca	29	504124N	162111E	5105518	Gluszyca	29		PL	1
5101194	Grodzisk Mazowiecki Muzeum	29	520612N	203812E	5103541	Grodzisk Mazowiecki	29		PL	1
5101195	Grudziadz Mniszek	29	532559N	184331E	5102062	Grudziadz Mniszek	29		PL	1
5101196	Grodzisk Mazowiecki Okrezna	29	520602N	203935E	5103537	Grodzisk Mazowiecki	29		PL	1
5101197	Grodzisk Mazowiecki Piaskowa	29	520610N	203904E	5103538	Grodzisk Mazowiecki	29		PL	1
5101198	Grodzisk Mazowiecki Radonska	29	520602N	203740E	5103542	Grodzisk Mazowiecki	29		PL	1
5103797	Tolkiny	29	540703N	211409E	5101026	Tolkiny	29		PL	1
5103799	Tomaszow Boleslawiecki	29	511710N	154052E	5105386	Tomaszow Boleslawie	29		PL	1
5103800	Torun Czerniewice	29	525831N	184025E	5101975	Torun Czerniewice	29		PL	1
5103806	Topola Osiedle	29	513646N	174543E	5104603	Topola Osiedle	29		PL	1
5103807	Toporow	29	521537N	151542E	5102818	Toporow	29		PL	1
5103808	Torzym	29	521846N	150329E	5102598	Torzym	29		PL	1
5103809	Toszek	29	502630N	183050E	5107025	Toszek	29		PL	1
5103810	Torun Miasto	29	530043N	183711E	5101979	Torun Miasto	29		PL	1
5103811	Torun Kluczyki	29	525922N	183437E	5101978	Torun Kluczyki	29		PL	1
5103812	Torun Wschodni	29	530135N	183800E	5101990	Torun Wschodni	29		PL	1
5103816	Turowo Pomorskie	29	533852N	164320E	5100321	Turowo Pomorskie	29		PL	1
5103817	Topor	29	523505N	214847E	5103814	Topor	29		PL	1
5103818	Trabki	29	532345N	151420E	5100354	Trabki	29		PL	1
5103819	Warszawa Lotnisko Chopina	29	521010N	205836E	5103819	Warszawa Lotnisko C	29		PL	1
5103821	Trzciana	29	500443N	215022E	5108128	Trzciana	29		PL	1
5103831	Troszyn	29	535039N	144303E	5100158	Troszyn	29		PL	1
5103832	Trypucie	29	530416N	230133E	5102457	Trypucie	29		PL	1
5103833	Trzebaw Rosnowko	29	521748N	164605E	5103051	Trzebaw Rosnowko	29		PL	1
5103837	Trawniki	29	510813N	225928E	5105066	Trawniki	29		PL	1
5103838	Tryncza	29	500817N	223216E	5108314	Tryncza	29		PL	1
5103839	Trzcinsko	29	505305N	155204E	5105596	Trzcinsko	29		PL	1
5103841	Turzno	29	530603N	184411E	5102078	Turzno	29		PL	1
5103842	Tuchola	29	533502N	175137E	5101575	Tuchola	29		PL	1
5103843	Turbia	29	503659N	215837E	5106522	Turbia	29		PL	1
5103845	Turza Wielka	29	531816N	200507E	5102246	Turza Wielka	29		PL	1
5103846	Tuchow	29	495332N	210324E	5108098	Tuchow	29		PL	1
5103850	Tuly	29	505228N	180600E	5106137	Tuly	29		PL	1
5103851	Tumlin	29	505803N	203607E	5106377	Tumlin	29		PL	1
5103852	Turzno Kujawskie	29	524959N	184652E	5102154	Turzno Kujawskie	29		PL	1
5103853	Tuchorza	29	521004N	160251E	5102634	Tuchorza	29		PL	1
5103854	Tuplice Debinka	29	513957N	145442E	5104174	Tuplice Debinka	29		PL	1
5103855	Turow	29	504606N	191901E	5106285	Turow	29		PL	1
5103859	Turzynow	29	521350N	190133E	5103224	Turzynow	29		PL	1
5103860	Tuczki	29	532111N	195711E	5102249	Tuczki	29		PL	1
5103861	Tworki	29	521009N	204924E	5103514	Tworki	29		PL	1
5103862	Twarda Gora	29	534047N	184011E	5101722	Twarda Gora	29		PL	1
5103864	Twardawa	29	502049N	175957E	5106744	Twardawa	29		PL	1
