DEFAULT_LONG_NAME,GENERIC_LOCATION_CODE,LOCATION_TYPE_CODE,COUNTRY_CODE
Neuchâtel,8504221,29,CH
Buttes,8504288,29,CH
Biel/Bienne,8504300,29,CH
Le Locle,8504316,29,CH
Le Locle-Frontière,8504319,17,CH
Pontarlier,8504322,17,FR
"Torgon, poste",8504669,29,CH
"Champex, d en-Haut",8504671,29,CH
La Chaux-de-Fonds,8504764,29,CH
Payerne,8504780,29,CH
Kerzers,8504782,29,CH
Fribourg/Freiburg,8504881,29,CH
Luzern,8505000,29,CH
Brunnen,8505007,29,CH
Rigi Kulm,8505069,29,CH
Rigi Kaltbad-First,8505074,29,CH
Schwyz,8505094,29,CH
Flüelen,8505112,29,CH
Altdorf,8505113,29,CH
Realp,8505163,29,CH
Andermatt,8505165,29,CH
"Ambrì-Piotta, Stazione",8505202,29,CH
Castione-Arbedo,8505212,29,CH
Bellinzona,8505213,29,CH
Giubiasco,8505214,29,CH
Rivera-Bironico,8505216,29,CH
Lamone-Cadempino,8505219,29,CH
Lugano,8505300,29,CH
Lugano-Paradiso,8505301,29,CH
Melide,8505302,29,CH
Capolago-Riva S. Vitale,8505304,29,CH
Mendrisio,8505305,29,CH
Balerna,8505306,29,CH
Chiasso,8505307,17,CH
Locarno,8505400,29,CH
Tenero,8505401,29,CH
Pino transito,8505409,17,IT
Pino transito,8505409,17,IT
Intragna,8505494,29,CH
Camedo transito,8505498,29,CH
Weggis,8505670,29,CH
Gersau,8505671,29,CH
"Ascona, Posta",8505850,29,CH
Oberwinterthur,8506016,29,CH
Islikon,8506019,29,CH
Etzwilen,8506025,29,CH
Winterthur Wülflingen,8506043,29,CH
Winterthur Töss,8506044,29,CH
Romanshorn,8506112,29,CH
Stein am Rhein,8506139,29,CH
Bettwiesen,8506182,29,CH
Wasserauen,8506257,29,CH
"Schwägalp, Säntis-Schwebebahn",8506268,29,CH
Degersheim,8506292,29,CH
St. Gallen Bruggen,8506301,29,CH
Arbon,8506308,29,CH
Rheineck,8506313,29,CH
St. Margrethen,8506314,17,CH
Au SG,8506316,29,CH
Altstätten SG,8506319,29,CH
Heiden,8506355,29,CH
St. Gallen,8506370,29,CH
Teufen,8506375,29,CH
Gais,8506378,29,CH
"Wildhaus, Dorf",8506780,29,CH
Winterthur,8506899,29,CH
Bern,8507000,29,CH
Belp,8507076,29,CH
Thun,8507100,29,CH
Spiez Schiffstation,8507154,29,CH
Interlaken West,8507169,29,CH
Oberhofen am Thunersee,8507174,29,CH
"Gunten, Dorf",8507176,29,CH
Beatenbucht,8507178,29,CH
Zweisimmen,8507290,29,CH
Jungfraujoch,8507364,29,CH
Kleine Scheidegg,8507374,29,CH
Lauterbrunnen,8507377,29,CH
Mürren BLM,8507379,29,CH
Schynige Platte,8507387,29,CH
Wilderswil,8507388,29,CH
Schilthorn,8507457,29,CH
Frutigen,8507469,29,CH
Kandersteg,8507475,29,CH
Spiez,8507483,29,CH
Interlaken Ost,8507492,29,CH
"Beatenberg, Station",8507751,29,CH
"Blatten (Lötschen), Post",8507753,29,CH
Goppenstein,8507786,29,CH
Stechelberg,8507799,29,CH
"Adelboden, Post",8507851,29,CH
Worblaufen,8508054,29,CH
Gerlafingen,8508088,29,CH
Langenthal,8508160,29,CH
Konolfingen,8508202,29,CH
Meiringen,8508308,29,CH
Brünig-Hasliberg,8508309,29,CH
Sarnen,8508314,29,CH
Alpnachstad,8508317,29,CH
Brienz,8508350,29,CH
Stanserhorn,8508363,29,CH
Niederrickenbach Station,8508384,29,CH
Engelberg,8508399,29,CH
Kriens PB,8508453,29,CH
Pilatus Kulm,8508456,29,CH
Beckenried See,8508467,29,CH
"Melchtal, Post",8508771,29,CH
"Sörenberg, Post",8508789,29,CH
Stans,8508896,29,CH
Chur,8509000,29,CH
Bad Ragaz,8509004,29,CH
Klosters Dorf,8509067,29,CH
Davos Dorf,8509072,29,CH
Davos Platz,8509073,33,CH
Arosa,8509160,29,CH
Disentis/Mustér,8509179,29,CH
Reichenau-Tamins,8509183,29,CH
Filisur,8509195,29,CH
Bergün/Bravuogn,8509197,29,CH
Celerina,8509252,29,CH
St. Moritz,8509253,29,CH
Pontresina,8509255,29,CH
La Punt-Chamues-ch,8509256,29,CH
Zuoz,8509258,29,CH
Scuol-Tarasp,8509268,29,CH
Alp Grüm,8509357,29,CH
Le Prese,8509364,29,CH
Buchs(SG),8509404,17,CH
Buchs SG,8509404,17,CH
Unterterzen,8509450,29,CH
"Lenzerheide/Lai, Rothornbahn",8509681,29,CH
"Churwalden, Post",8509763,29,CH
"Flims Waldhaus, Caumasee",8509774,29,CH
"Laax GR, posta",8509786,29,CH
"Lenzerheide/Lai, Post",8509790,29,CH
"Maloja, Posta",8509794,29,CH
"Martina, cunfin",8509795,29,CH
"Parpan, Post",8509854,29,CH
"Savognin, posta",8509874,29,CH
"Sils/Segl Maria, posta",8509881,29,CH
"Silvaplana, Post",8509882,29,CH
"Soglio, Villaggio",8509883,29,CH
"Splügen, Post",8509884,29,CH
"Tschiertschen, Post",8509897,29,CH
"Chiavenna, Stazione",8509971,29,IT
Zernez,8509994,29,CH
Ins,8516177,29,CH
Stabio,8517519,29,CH
Oensingen,8518792,29,CH
"Anzère, Poste",8530151,29,CH
Betten Talstation,8530243,29,CH
Le Châtelard VS,8530686,29,CH
Merligen See,8545361,29,CH
Le Brassus,8570024,29,CH
Morges,8570084,29,CH
Cossonay-Penthalaz,8570129,29,CH
Moudon,8570393,29,CH
Palézieux,8570440,29,CH
Romont,8570465,29,CH
Bex,8570637,29,CH
St-Maurice,8570650,29,CH
"Lens, poste",8570811,29,CH
"St-Luc, poste",8570956,29,CH
Le Châtelard-Frontière,8570987,17,CH
Riddes,8571014,29,CH
Gstaad,8571264,29,CH
Reichenbach im Kandertal,8571330,29,CH
Zollikofen,8571392,29,CH
Huttwil,8571575,29,CH
Münsingen,8571620,29,CH
Oey-Diemtigen,8571635,29,CH
Grosshöchstetten,8571760,29,CH
Ste-Croix,8571788,29,CH
La Neuveville,8571896,29,CH
Tramelan,8571923,29,CH
Saignelégier,8571934,29,CH
Tavannes,8571938,29,CH
Moutier,8571957,29,CH
St-Ursanne,8572034,29,CH
Porrentruy,8572041,29,CH
Laufen,8572113,29,CH
Waldenburg,8572351,29,CH
Laufenburg,8572403,29,CH
Wildegg,8572465,29,CH
Döttingen,8572494,29,CH
Siggenthal-Würenlingen,8572495,29,CH
Bad Zurzach,8572503,29,CH
Birr,8572508,29,CH
Koblenz,8572531,29,CH
Baden,8572550,29,CH
Schöftland,8572648,29,CH
Muri AG,8572744,29,CH
Zofingen,8572745,29,CH
Bremgarten,8572747,29,CH
Stein-Säckingen,8572748,29,CH
Wolhusen,8572840,29,CH
Schüpfheim,8572870,29,CH
Giswil,8572893,29,CH
Sachseln,8572916,29,CH
Stansstad,8572928,29,CH
Göschenen,8573106,29,CH
Hospental,8573141,29,CH
Baar,8573190,29,CH
Andelfingen,8573196,29,CH
Zürich Flughafen,8573205,29,CH
Embrach-Rorbas,8573223,29,CH
Oberglatt,8573237,29,CH
Bauma,8573278,29,CH
Weinfelden,8573286,29,CH
Rickenbach-Attikon,8573311,29,CH
Frauenfeld,8573375,29,CH
Kreuzlingen,8573376,29,CH
Sulgen,8573425,29,CH
Pfäffikon ZH,8573499,29,CH
Uster,8573504,29,CH
Fehraltorf,8573507,29,CH
Wald,8573586,29,CH
Wil,8573602,29,CH
Rafz,8573709,29,CH
Biberbrugg,8573770,29,CH
Siebnen-Wangen,8573794,29,CH
Pfäffikon SZ,8573800,29,CH
Uznach,8573851,29,CH
Ziegelbrücke,8573874,29,CH
Glarus,8573902,29,CH
Uzwil,8573929,29,CH
Gossau SG,8573945,29,CH
Flawil,8573978,29,CH
Wattwil,8574008,29,CH
Nesslau-Neu St. Johann,8574018,29,CH
Urnäsch,8574047,29,CH
Walzenhausen,8574100,29,CH
St. Margrethen,8574111,17,CH
Heerbrugg,8574137,29,CH
Trogen,8574160,29,CH
Grüsch,8574487,29,CH
Landquart,8574569,29,CH
Sargans,8574614,29,CH
Poschiavo,8574796,29,CH
Davos Glaris,8574835,29,CH
Susch,8574851,29,CH
Samedan,8574974,29,CH
Ilanz,8575009,29,CH
Tavanasa-Breil/Brigels,8575061,29,CH
Küblis,8575081,29,CH
Tiefencastel,8575113,29,CH
Biasca,8575221,29,CH
Taverne-Torricella,8575409,29,CH
Magadino-Vira,8575527,29,CH
Ponte Tresa,8575657,29,CH
Airolo,8575689,29,CH
Maroggia-Melano,8575700,29,CH
Faido,8575715,29,CH
Mezzovico,8575757,29,CH
Effretikon,8575918,29,CH
Illnau,8575927,29,CH
Kemptthal,8575944,29,CH
Zweidlen,8575950,29,CH
Glattfelden,8575955,29,CH
Rapperswil,8576090,29,CH
Bubikon,8576102,29,CH
Rüti ZH,8576103,29,CH
Hinwil,8576104,29,CH
Wetzikon,8576105,29,CH
Schwerzenbach ZH,8576127,29,CH
Pfungen,8576147,29,CH
Zürich Tiefenbrunnen,8576182,29,CH
Wiesendangen,8576227,29,CH
Otelfingen,8576235,29,CH
Buchs-Dällikon,8576260,29,CH
Regensdorf-Watt,8576280,29,CH
Hüntwangen-Wil,8576290,29,CH
Lyss,8576437,29,CH
Grindelwald,8576510,29,CH
Langnau,8576664,29,CH
Glovelier,8576779,29,CH
Herzogenbuchsee,8576917,29,CH
Küssnacht am Rigi,8577205,29,CH
Vitznau,8577221,29,CH
Rorschach,8577228,29,CH
Erstfeld,8577386,29,CH
Schwanden,8577526,29,CH
Gruyères,8577737,29,CH
"Schwarzsee, Bad",8577851,29,CH
Murten/Morat,8577891,29,CH
Muttenz,8578193,29,CH
Sissach,8578259,29,CH
Appenzell,8578423,29,CH
Altstätten Stadt,8578464,29,CH
Herisau,8578507,29,CH
Walenstadt,8578567,29,CH
Ebnat-Kappel,8578591,29,CH
Troistorrents,8579053,29,CH
"Morgins, garage communal",8579060,29,CH
Monthey,8579061,29,CH
Sentier-Orient,8579146,29,CH
Saanen BE,8579261,29,CH
Schönried,8579265,29,CH
Lenk im Simmental,8579279,29,CH
Vallorbe,8579293,29,CH
Divonne-les-Bains,8579320,29,FR
Oberwald,8579362,29,CH
Orsières,8579452,29,CH
Finhaut,8579568,29,CH
Fleurier,8579592,29,CH
St. Niklaus,8579915,29,CH
"Nauders, Dorf",8580146,29,CH
Thusis,8580179,29,CH
Zürich Oerlikon,8580449,29,CH
Davos Monstein,8580574,29,CH
Menziken,8580824,29,CH
Rümikon AG,8580842,29,CH
Saanenmöser,8581097,29,CH
Steckborn,8581758,29,CH
Kreuzlingen Bernrain,8581809,29,CH
Visp,8581852,29,CH
Rietheim,8582528,29,CH
"Valbella, Post",8582915,29,CH
"Evolene, Village",8582967,29,CH
Dietikon,8587020,29,CH
Genève-Aéroport,8587062,29,CH
Othmarsingen,8587101,29,CH
Amriswil,8587138,29,CH
Dübendorf,8587653,29,CH
Wallisellen,8587655,29,CH
Pougny-Chancy,8587917,29,FR
Herrliberg-Feldmeilen,8588011,29,CH
Dietlikon,8588314,29,CH
Zug,8588622,29,CH
Rotkreuz,8588626,29,CH
Schönenwerd SO,8588650,29,CH
Au ZH,8590493,29,CH
Küsnacht ZH,8590705,29,CH
Glattbrugg,8591187,29,CH
Saint-Julien-en-Génevois,8594956,29,FR
Pratteln,8594994,29,CH
Klosters Platz,85F0001,33,CH
Any swiss stations,85F0003,33,CH
Buochs SGV,85G0001,29,CH
Cadenazzo,85G0002,29,CH
Châtel-St-Denis,85G0003,29,CH
Davos Frauenkirch,85G0004,29,CH
Davos Wolfgang,85G0005,29,CH
Flums,85G0006,29,CH
Hergiswil,85G0007,29,CH
Kempraten,85G0008,29,CH
Lenzburg,85G0009,29,CH
Lungern,85G0010,29,CH
Münster VS,85G0011,29,CH
Reckingen,85G0012,29,CH
Rekingen AG,85G0013,29,CH
S. Nazzaro,85G0014,29,CH
Schwarzenburg,85G0015,29,CH
Sedrun,85G0016,29,CH
Château-d Oex,85G0019,29,CH
Birmensdorf ZH,85G0040,29,CH
Kloten,85G1639,29,CH
Arth-Goldau,85G2201,29,CH
Frederikshavn,8600001,29,DK
Kvissel,8600005,29,DK
Tolne,8600006,29,DK
Sindal,8600007,29,DK
Hjørring,8600009,29,DK
Vrå,8600013,29,DK
Brønderslev,8600015,29,DK
Aalborg,8600020,29,DK
Skalborg,8600022,29,DK
Svenstrup,8600023,29,DK
Støvring,8600026,29,DK
Skørping,8600027,29,DK
Arden,8600029,29,DK
Hobro,8600032,29,DK
Randers,8600040,29,DK
Langå,8600044,29,DK
Hadsten,8600047,29,DK
Hinnerup,8600048,29,DK
Århus,8600053,29,DK
Hørning,8600059,29,DK
Skanderborg,8600061,29,DK
Horsens,8600066,29,DK
Hedensted,8600071,29,DK
Vejle,8600073,29,DK
Brejning,8600076,29,DK
Børkop,8600077,29,DK
Fredericia,8600079,29,DK
Taulov,8600081,29,DK
Kolding,8600083,29,DK
Lunderskov,8600086,29,DK
Vamdrup,8600087,29,DK
Vojens,8600091,29,DK
Rødekro,8600094,29,DK
Tinglev,8600097,29,DK
Padborg,8600100,29,DK
Lindholm,8600116,29,DK
Aalborg Vestby,8600117,29,DK
Skolebakken,8600129,29,DK
Østbanetorvet,8600148,29,DK
Vestre Strandallé,8600149,29,DK
Torsøvej,8600151,29,DK
Lystrup,8600152,29,DK
Hjortshøj,8600153,29,DK
Skødstrup,8600154,29,DK
Løgten,8600155,29,DK
Hornslet,8600156,29,DK
Mørke,8600157,29,DK
Ryomgård,8600159,29,DK
Kolind,8600160,29,DK
Trustrup,8600162,29,DK
Hovmarken,8600164,29,DK
Grenaa,8600165,29,DK
Ulstrup,8600171,29,DK
Bjerringbro,8600172,29,DK
Rødkærsbro,8600174,29,DK
Viborg,8600176,29,DK
Stoholm,8600180,29,DK
Højslev,8600182,29,DK
Skive,8600183,29,DK
Vinderup,8600187,29,DK
Struer,8600189,29,DK
Hjerm,8600191,29,DK
Holstebro,8600192,29,DK
Bur,8600195,29,DK
Vemb,8600196,29,DK
Ulfborg,8600197,29,DK
Tim,8600198,29,DK
Hee,8600199,29,DK
Ringkøbing,8600200,29,DK
Lem,8600203,29,DK
Skjern,8600205,29,DK
Tarm,8600206,29,DK
Gårde,8600209,29,DK
Tistrup,8600210,29,DK
Sig,8600211,29,DK
Varde,8600212,29,DK
Varde Nord,8600213,29,DK
Guldager,8600214,29,DK
Esbjerg,8600215,29,DK
Tjæreborg,8600218,29,DK
Bramming,8600219,29,DK
Gørding,8600220,29,DK
Holsted,8600221,29,DK
Brørup,8600222,29,DK
Vejen,8600223,29,DK
Spangsbjerg,8600227,29,DK
Gjesing,8600228,29,DK
Varde Kaserne,8600249,29,DK
Ry,8600261,29,DK
Laven,8600263,29,DK
Svejbæk,8600264,29,DK
Silkeborg,8600266,29,DK
Birk Centerpark,8600269,29,DK
Engesvang,8600270,29,DK
Bording,8600271,29,DK
Ikast,8600273,29,DK
Hammerum,8600274,29,DK
Herning,8600275,29,DK
Herning Messecenter,8600276,29,DK
Studsgård,8600277,29,DK
Kibæk,8600278,29,DK
Troldhede,8600279,29,DK
Borris,8600280,29,DK
Vejle Sygehus,8600281,29,DK
Jelling,8600285,29,DK
Give,8600289,29,DK
Thyregod,8600290,29,DK
Brande,8600291,29,DK
Vildbjerg,8600298,29,DK
Aulum,8600300,29,DK
Kliplev,8600318,29,DK
Gråsten,8600322,29,DK
Sønderborg,8600327,29,DK
Humlum,8600390,29,DK
Oddesund Nord,8600392,29,DK
Uglev,8600393,29,DK
Hvidbjerg,8600394,29,DK
Lyngs,8600395,29,DK
Ydby,8600396,29,DK
Hurup Thy,8600397,29,DK
Bedsted Thy,8600398,29,DK
Hørdum,8600400,29,DK
Snedsted,8600401,29,DK
Sjørring,8600403,29,DK
Thisted,8600404,29,DK
Sejstrup,8600420,29,DK
Gredstedbro,8600421,29,DK
Ribe,8600423,29,DK
Hviding,8600424,29,DK
Rejsby,8600425,29,DK
Brøns,8600426,29,DK
Skærbæk,8600427,29,DK
Døstrup Sønderjylland,8600428,29,DK
Bredebro,8600430,29,DK
Visby,8600431,29,DK
Tønder,8600432,29,DK
Tønder Nord,8600434,29,DK
Ribe Nørremark,8600436,29,DK
Middelfart,8600501,29,DK
Kavslunde,8600502,29,DK
Nørre-Åby,8600503,29,DK
Ejby,8600504,29,DK
Gelsted,8600505,29,DK
Aarup,8600506,29,DK
Bred,8600507,29,DK
Skalbjerg,8600508,29,DK
Tommerup,8600509,29,DK
Holmstrup,8600511,29,DK
Odense,8600512,29,DK
Langeskov,8600515,29,DK
Nyborg,8600518,29,DK
Odense Sygehus,8600526,29,DK
Fruens Bøge,8600533,29,DK
Svendborg,8600551,29,DK
Hjallese,8600559,29,DK
Højby Fyn,8600560,29,DK
Årslev,8600561,29,DK
Pederstrup,8600562,29,DK
Ringe,8600563,29,DK
Rudme,8600564,29,DK
Kværndrup,8600565,29,DK
Stenstrup,8600566,29,DK
Stenstrup Syd,8600567,29,DK
Hvidovre,8600600,29,DK
Korsør,8600601,29,DK
Slagelse,8600605,29,DK
Sorø,8600608,29,DK
Ringsted,8600611,29,DK
Borup,8600614,29,DK
Viby Sjælland,8600615,29,DK
Roskilde,8600617,29,DK
Hedehusene,8600619,29,DK
Taastrup,8600620,29,DK
Albertslund,8600621,29,DK
Glostrup,8600622,29,DK
Valby,8600624,29,DK
Enghave,8600625,29,DK
Koebenhavn H,8600626,29,DK
København H,8600626,29,DK
Carlsberg,8600631,29,DK
Dybbølsbro,8600634,29,DK
Sorgenfri,8600636,29,DK
Fuglebakken,8600640,29,DK
Grøndal,8600641,29,DK
Nørrebro,8600642,29,DK
Ryparken,8600644,29,DK
Vesterport,8600645,29,DK
Østerport,8600650,29,DK
Nordhavn,8600653,29,DK
Svanemøllen,8600654,29,DK
Hellerup,8600655,29,DK
Charlottenlund,8600657,29,DK
Ordrup,8600658,29,DK
Klampenborg,8600659,29,DK
Skodsborg,8600661,29,DK
Vedbæk,8600662,29,DK
Rungsted Kyst,8600663,29,DK
Kokkedal,8600664,29,DK
Nivå,8600665,29,DK
Humlebæk,8600666,29,DK
Espergærde,8600667,29,DK
Snekkersten,8600668,29,DK
Helsingoer,8600669,17,DK
Helsingør,8600669,17,DK
Bernstorffsvej,8600672,29,DK
Gentofte,8600673,29,DK
Jægersborg,8600674,29,DK
Lyngby,8600675,29,DK
Virum,8600676,29,DK
Birkerød,8600678,29,DK
Brøndbyøster,8600679,29,DK
Rødovre,8600680,29,DK
Allerød,8600681,29,DK
Hillerød,8600683,29,DK
Fredensborg,8600685,29,DK
Kvistgård,8600686,29,DK
Emdrup,8600688,29,DK
Vangede,8600689,29,DK
Buddinge,8600690,29,DK
Stengården,8600691,29,DK
Bagsværd,8600692,29,DK
Skovbrynet,8600693,29,DK
Hareskov,8600694,29,DK
Værløse,8600695,29,DK
Farum,8600696,29,DK
Langgade,8600701,29,DK
Peter Bangsvej,8600702,29,DK
Islev,8600704,29,DK
Herlev,8600706,29,DK
Skovlunde,8600707,29,DK
Ballerup,8600708,29,DK
Måløv,8600709,29,DK
Veksø,8600710,29,DK
Stenløse,8600711,29,DK
Ølstykke,8600712,29,DK
Frederikssund,8600714,29,DK
Lejre,8600715,29,DK
Hvalsø,8600716,29,DK
Tølløse,8600717,29,DK
Holbæk,8600719,29,DK
Regstrup,8600720,29,DK
Knabstrup,8600721,29,DK
Mørkøv,8600722,29,DK
Jyderup,8600723,29,DK
Svebølle,8600724,29,DK
Kalundborg,8600727,29,DK
Jyllingevej,8600734,29,DK
Bispebjerg,8600739,29,DK
KB Hallen,8600740,29,DK
Ålholm,8600741,29,DK
Danshøj,8600742,29,DK
Trekroner,8600755,29,DK
Malmparken,8600756,29,DK
Sydhavn,8600760,29,DK
Sjælør,8600761,29,DK
Åmarken,8600763,29,DK
Friheden,8600764,29,DK
Avedøre,8600765,29,DK
Brøndby Strand,8600766,29,DK
Vallensbæk,8600767,29,DK
Ishøj,8600768,29,DK
Hundige,8600769,29,DK
Greve,8600770,29,DK
Karlslunde,8600771,29,DK
Glumsø,8600773,29,DK
Grønholt,8600777,29,DK
Mørdrup,8600779,29,DK
Dyssegård,8600780,29,DK
Kildebakke,8600781,29,DK
Ny Ellebjerg,8600783,29,DK
Solrød Strand,8600790,29,DK
Jersie,8600791,29,DK
Ølby,8600792,29,DK
Høje Taastrup,8600798,29,DK
Gadstrup,8600800,29,DK
Havdrup,8600801,29,DK
Lille Skensved,8600802,29,DK
Køge,8600803,29,DK
Vigerslev Allé,8600804,29,DK
Herfølge,8600805,29,DK
Tureby,8600806,29,DK
Haslev,8600807,29,DK
Holme-Olstrup,8600809,29,DK
Næstved,8600810,29,DK
Lundby,8600814,29,DK
Vordingborg,8600816,29,DK
Nørre Alslev,8600821,29,DK
Nykøbing F,8600824,29,DK
Rødby Færge,8600840,29,DK
Kastrup(Gr),8600854,17,DK
Kastrup(Gr),8600854,17,DK
Tårnby,8600857,29,DK
Københavns Lufthavn Kastrup,8600858,29,DK
Kildedal,8600955,29,DK
Egedal,8600956,29,DK
Duemose,8601401,29,DK
Fjellenstrup,8601402,29,DK
Godhavn,8601405,29,DK
Gribsø,8601407,29,DK
Helsinge,8601411,29,DK
Holløse,8601417,29,DK
Kagerup,8601421,29,DK
Laugø,8601425,29,DK
Marum,8601427,29,DK
Græsted Syd,8601428,29,DK
Saltrup,8601431,29,DK
Slotspavillonen,8601433,29,DK
Tisvildeleje,8601437,29,DK
Vejby,8601439,29,DK
Odder,8601519,29,DK
Viby Jylland,8601525,29,DK
Dronningmølle,8601601,29,DK
Firhoj,8601603,29,DK
Grønnehave,8601606,29,DK
Hellebæk,8601607,29,DK
Hornbæk,8601613,29,DK
Horneby Sand,8601615,29,DK
Højstrup,8601617,29,DK
Karinebæk,8601620,29,DK
Kildekrog,8601621,29,DK
Marienlyst,8601623,29,DK
Saunte,8601625,29,DK
Ålsgårde,8601627,29,DK
Søborg,8601631,29,DK
Brødeskov,8601705,29,DK
Dyssekilde,8601707,29,DK
Frederiksværk,8601709,29,DK
Grimstrup,8601711,29,DK
Gørløse,8601713,29,DK
Hanehoved,8601715,29,DK
Hundested,8601721,29,DK
Hundested Havn,8601722,29,DK
Kregme,8601723,29,DK
Lille Kregme,8601725,29,DK
Melby,8601729,29,DK
Skævinge,8601733,29,DK
Vibehus,8601737,29,DK
Ølsted,8601739,29,DK
Østerbjerg,8601741,29,DK
Hirtshals,8601803,17,DK
Maribo,8602619,29,DK
Nakskov,8602623,29,DK
Sakskøbing,8602641,29,DK
Søllested,8602645,29,DK
Vanløse,8603301,29,DK
Flintholm,8603302,29,DK
Frederiksberg,8603305,29,DK
Nørreport,8603307,29,DK
Ørestad,8603315,29,DK
Bunken,8604102,29,DK
Frederikshavnsvej,8604103,29,DK
Hulsig,8604105,29,DK
Jerup,8604109,29,DK
Rimmen,8604113,29,DK
Skagen,8604115,29,DK
Strandby,8604117,29,DK
Ålbæk,8604119,29,DK
Orehoved,8651811,29,DK
København Area,86F0001,33,DK
Any danish stations,86F0002,33,DK
Langerød,86G0001,29,DK
Ørby,86G0002,29,DK
Pårup,86G0003,29,DK
Skibstrup,86G0004,29,DK
Paris-Est,8711300,29,FR
Longueville,8711613,29,FR
Provins,8711616,29,FR
Coulommiers,8711630,29,FR
La Ferté-sous-Jouarre,8711651,29,FR
Château-Thierry,8711658,29,FR
La Ferté-Milon,8711667,29,FR
Troyes,8711800,29,FR
Romilly-sur-Seine,8711815,29,FR
Nogent-sur-Seine,8711819,29,FR
Bar-sur-Aube,8711829,29,FR
La Cluse,8713196,29,FR
Nancy Ville,8714100,29,FR
Toul,8714104,29,FR
Frouard,8714107,29,FR
Champigneulles,8714108,29,FR
Blainville-Damelevières,8714113,29,FR
Mont-sur-Meurthe,8714114,29,FR
Lunéville,8714115,29,FR
Neufchâteau,8714129,29,FR
Baccarat,8714141,29,FR
Pompey,8714178,29,FR
Pont-à-Mousson,8714182,29,FR
Chaumont,8714200,29,FR
Langres,8714209,29,FR
Culmont-Chalindrey,8714212,29,FR
Vitrey-Vernois,8714217,29,FR
Bologne,8714222,29,FR
Merrey,8714240,29,FR
Epinal,8714400,29,FR
Saint-Dié,8714401,29,FR
Charmes (Vosges),8714405,29,FR
Bains-les-Bains,8714414,29,FR
Bruyères,8714415,29,FR
Mirecourt,8714421,29,FR
Vittel,8714427,29,FR
Contrexéville,8714428,29,FR
Martigny-les-Bains,8714429,29,FR
Remiremont,8714445,29,FR
Bussang,8714458,29,FR
Raon-l’Etape,8714462,29,FR
Cornimont,8714469,29,FR
Rambervillers,8714472,29,FR
Reims,8717100,29,FR
Fismes,8717133,29,FR
Epernay,8717155,29,FR
Champagne Ardennes,8717192,29,FR
Charleville-Mézières,8717200,29,FR
Nouzonville,8717202,29,FR
Bogny-sur-Meuse,8717204,29,FR
Monthermé,8717205,29,FR
Revin,8717208,29,FR
Fumay,8717209,29,FR
Haybes,8717210,29,FR
Vireux-Molhain,8717211,29,FR
Givet,8717213,29,FR
Mohon,8717215,29,FR
Sedan,8717225,29,FR
Rethel,8717227,29,FR
Carignan,8717235,29,FR
Liart,8717254,29,FR
Châlons-en-Champagne,8717400,29,FR
Vitry-le-François,8717427,29,FR
Mourmelon-le-Petit,8717440,29,FR
Suippes,8717482,29,FR
Sainte-Menehould,8717487,29,FR
Saint-Dizier,8717500,29,FR
Revigny,8717501,29,FR
Bar-le-Duc,8717504,29,FR
Nançois-Tronville,8717506,29,FR
Joinville (Haute-Marne),8717509,29,FR
Lérouville,8717524,29,FR
Commercy,8717525,29,FR
Clermont-en-Argonne,8717573,29,FR
Verdun,8717577,29,FR
Etain,8717579,29,FR
Pagny-sur-Meuse,8717582,29,FR
Colmar,8718201,29,FR
Rixheim,8718207,29,FR
Habsheim,8718208,29,FR
Sierentz,8718210,29,FR
Bartenheim,8718211,29,FR
Saint-Louis (Haut-Rhin),8718213,29,FR
Altkirch,8718223,29,FR
Dannemarie,8718225,29,FR
Munster,8718239,29,FR
Thann,8718256,29,FR
Kruth,8718264,29,FR
Bollwiller,8718270,29,FR
Metzeral,8718281,29,FR
Bantzenheim,8718284,29,FR
Belfort,8718400,29,FR
Montbéliard,8718452,29,FR
Vesoul,8718500,29,FR
Port-d’Atelier-Amance,8718510,29,FR
Lure,8718524,29,FR
Gray,8718557,29,FR
Luxeuil-les-Bains,8718559,29,FR
Aillevillers,8718562,29,FR
Thionville,8719100,29,FR
Walibi Lorraine,8719109,29,FR
Maizieres Les Metz,8719110,29,FR
Hagondange,8719111,29,FR
Uckange,8719113,29,FR
Hettange Grande,8719116,29,FR
Knutange-Nilvange,8719121,29,FR
Hayange,8719123,29,FR
Florange,8719124,29,FR
Hombourg-Budange,8719135,29,FR
Sierck-les-Bains,8719163,29,FR
Apach,8719164,29,FR
Homécourt,8719169,29,FR
Moyeuvre-Grande,8719171,29,FR
Rombas-Clouange,8719173,29,FR
Bettembourg(fr),8719197,17,LU
Bettembourg(fr),8719197,17,LU
Metz Ville,8719203,29,FR
Woippy,8719208,29,FR
Peltre,8719220,29,FR
Courcelles-sur-Nied,8719221,29,FR
Sanry sur Nied,8719222,29,FR
Remilly,8719223,29,FR
Morhange,8719228,29,FR
Bénestroff,8719230,29,FR
Ars-sur-Moselle,8719240,29,FR
Onville,8719243,29,FR
Pagny-sur-Moselle,8719246,29,FR
Baroncourt,8719265,29,FR
Conflans-Jarny,8719266,29,FR
Forbach,8719300,17,FR
Hargarten-Falck,8719314,29,FR
Bouzonville,8719317,29,FR
Béning,8719325,29,FR
Hombourg-Haut,8719327,29,FR
Saint-Avold,8719331,29,FR
Teting (Moselle),8719334,29,FR
Faulquemont,8719335,29,FR
Herny,8719338,29,FR
Farébersviller,8719351,29,FR
