DEFAULT_LONG_NAME,GENERIC_LOCATION_CODE,LOCATION_TYPE_CODE,COUNTRY_CODE
Lübeck Hbf,8001631,33,DE
Timmendorferstrand,8001640,29,DE
Scharbeutz,8001641,29,DE
Sierksdorf,8001643,29,DE
Neustadt(Holst),8001644,29,DE
Oldenburg(Holst),8001650,29,DE
Puttgarden,8001669,29,DE
Lübeck-Travem.Hafen,8001676,33,DE
Lübeck-Travem.Str.,8001677,29,DE
Lübeck Flughafen,8001682,29,DE
Puttgarden(MS),8001695,17,DE
Puttgarden(MS),8001695,17,DE
Lübeck-Travem.Skan.,8001697,29,DE
Hamburg-Harburg Rath,8001726,29,DE
Nördlingen,8002015,29,DE
Donauwörth,8002042,29,DE
Neuburg(Donau),8002047,29,DE
Bad Kreckelmoos,8002057,29,DE
Augsburg-Oberhausen,8002069,29,DE
Augsburg-Hochzoll,8002072,29,DE
Dillingen(Donau),8002078,29,DE
Lauingen,8002080,29,DE
Günzburg,8002084,29,DE
Neu-Ulm,8002089,29,DE
Cottbus-Sandow,8002120,29,DE
Augsburg Hbf,8002140,33,DE
Augsburg Haunstett.,8002142,29,DE
Mering,8002144,29,DE
Geltendorf,8002156,29,DE
Marktoberdorf Schule,8002159,29,DE
Dießen,8002163,29,DE
Augsburg Morellstr.,8002170,29,DE
Schwabmünchen,8002177,29,DE
Buchloe,8002181,29,DE
Kaufering,8002188,29,DE
Landsberg(Lech),8002189,29,DE
Schongau,8002196,29,DE
Türkheim(Bay)Bf,8002216,29,DE
Mindelheim,8002230,29,DE
Finningerstrasse,8002233,29,DE
Gerlenhofen,8002234,29,DE
Illertissen,8002241,29,DE
Kaufbeuren,8002278,29,DE
Marktoberdorf,8002291,33,DE
Kempten(Allgäu)Hbf,8002307,33,DE
Kempten(Allgäu)Ost,8002309,29,DE
St Mang,8002312,29,DE
Oy-Mittelberg,8002318,29,DE
Nesselwang,8002321,29,DE
Pfronten-Ried,8002324,29,DE
Pfronten-Steinach,8002325,29,DE
Immenstadt,8002342,29,DE
Sonthofen,8002344,29,DE
Oberstaufen,8002347,29,DE
Röthenbach(Allgäu),8002349,29,DE
Hergatz,8002363,29,DE
Lindau Hbf,8002371,17,DE
Lindau Hbf,8002371,17,DE
Wasserburg(Bodensee),8002374,29,DE
Nonnenhorn,8002375,29,DE
Fischen,8002379,29,DE
Oberstdorf,8002381,29,DE
Füssen,8002394,29,DE
Bad Wörishofen,8002395,29,DE
Helgoland,8002780,29,DE
Berlin Ostbahnhof,8003004,29,DE
Berlin-Schöneberg,8003014,29,DE
Berlin-Spandau,8003025,29,DE
Berlin-Charlottenbg.,8003034,29,DE
Berlin Zoolg. Garten,8003036,29,DE
Berlin Wannsee,8003037,29,DE
Berlin Potsdamer Pl,8003058,29,DE
Berlin Hackescher M.,8003134,29,DE
Berlin Alexanderpl.,8003135,29,DE
Berlin Jannowitzbr.,8003136,29,DE
Berlin Warschauer St,8003140,29,DE
Berlin-Karlshorst,8003149,29,DE
Fürstenwalde(Spree),8003163,29,DE
Frankfurt(O)-Roseng,8003168,29,DE
Frankfurt(Oder),8003171,33,DE
Eisenhüttenstadt,8003181,29,DE
Grunow(Nl),8003188,29,DE
Seelow(Mark),8003210,29,DE
Werbig,8003211,29,DE
Wriezen,8003218,29,DE
Berlin Nöldnerplatz,8003230,29,DE
Berlin-Lichtenberg,8003231,29,DE
Strausberg,8003263,29,DE
Rehfelde,8003267,29,DE
Müncheberg(Mark),8003269,29,DE
Seelow-Gusow,8003275,29,DE
Golzow(Oderbruch),8003277,29,DE
Küstrin-Kietz,8003279,29,DE
Beeskow,8003299,29,DE
Bernau(b Berlin),8003328,29,DE
Königs Wusterhausen,8003376,29,DE
Blankenf(Teltow-Fl),8003392,29,DE
Zossen,8003396,29,DE
Schönefeld,8003424,33,DE
Ludwigsfelde,8003441,29,DE
Luckenwalde,8003446,29,DE
Jüterbog,8003449,29,DE
Potsdam Pirschheide,8003475,29,DE
Potsdam Hbf,8003479,33,DE
Potsdam Charlottenh,8003480,29,DE
Potsdam Park Sanss.,8003481,29,DE
Werder(Havel),8003482,29,DE
Michendorf,8003497,29,DE
Wustermark,8003524,29,DE
Nauen,8003528,29,DE
Hennigsdorf(b Bln),8003544,29,DE
Oranienburg,8003575,29,DE
Groß Schönebeck,8003607,29,DE
Lübben(Spreewald),8004010,29,DE
Cottbus,8004019,33,DE
Forst(Lausitz),8004044,29,DE
Cottbus-Merzdorf,8004059,29,DE
Calau(NL),8004215,29,DE
Senftenberg,8004223,29,DE
Hosena,8004226,29,DE
Schwarzheide Ost,8004274,29,DE
Ruhland,8004275,29,DE
Hoyerswerda,8004318,29,DE
Doberlug-Kirchhain,8004326,29,DE
Finsterwalde(Nl),8004328,29,DE
Klinge,8004342,29,DE
Elsterwerda,8004348,29,DE
Süderlügum,8004795,29,DE
Cottbus-Willmersd N,8004898,29,DE
Lübeck St Jürgen,8004930,29,DE
Kassel-Harleshausen,8005185,29,DE
Willingen,8005261,29,DE
Bad Wildungen,8005277,29,DE
Volkmarsen,8005286,29,DE
Korbach,8005301,29,DE
Frankenberg(Eder),8005310,29,DE
Cölbe,8005319,29,DE
Biedenkopf,8005328,29,DE
Wallau(Lahn),8005330,29,DE
Hann Münden,8005353,29,DE
Kassel Hbf,8005361,29,DE
Kassel-Wilhelmshöhe,8005365,33,DE
Kassel-Oberzwehren,8005367,29,DE
Baunatal-Guntershaus,8005369,29,DE
Wabern(Bz Kassel),8005374,29,DE
Treysa,8005379,29,DE
Stadtallendorf,8005382,29,DE
Marburg(Lahn),8005387,33,DE
Marburg Süd,8005388,29,DE
Melsungen,8005406,29,DE
Malsfeld,8005407,29,DE
Eschwege West,8005472,29,DE
Witzenhausen Nord,8005493,29,DE
Bebra,8005605,29,DE
Burg-u.Ndr Gemünden,8005610,29,DE
Alsfeld(Oberhess),8005613,29,DE
Spaichingen,8005616,29,DE
Lauterbach(Hess)Nord,8005617,29,DE
Fulda,8005637,29,DE
Vils,8005643,29,CH
Bad Hersfeld,8005648,29,DE
Gersfeld(Rhön),8005857,29,DE
Bad Schandau,8006006,29,DE
Pirna,8006012,29,DE
Dresden-Zschachwitz,8006046,29,DE
Dresden-Niedersedl,8006047,29,DE
Dresden-Reick,8006048,29,DE
Dresden-Strehlen,8006049,29,DE
Dresden Hbf,8006050,33,DE
Dresden-Dobritz,8006051,29,DE
Dresden-Friedrichst,8006052,29,DE
Neustadt(Sachs),8006064,29,DE
Görlitz,8006085,29,DE
Löbau(Sachs),8006094,29,DE
Bautzen,8006099,29,DE
Bischofswerda,8006103,29,DE
Zittau,8006113,29,DE
Ebersbach(Sachs),8006124,29,DE
Wilthen,8006129,29,DE
Arnsdorf(Dresden),8006176,29,DE
Weixdorf Bad,8006195,29,DE
Weixdorf,8006196,29,DE
Langebrück(Sachs),8006212,29,DE
Dresden-Klotzsche,8006213,29,DE
Dresden Industriegel,8006214,29,DE
Dresden Grenzstraße,8006215,29,DE
Dresden-Neustadt,8006216,29,DE
Dresden Mitte,8006218,29,DE
Dresden-Pieschen,8006220,29,DE
Dresden-Trachau,8006221,29,DE
Coswig(b Dresden),8006226,29,DE
Riesa,8006233,29,DE
Oschatz,8006237,29,DE
Dresden-Cotta,8006239,29,DE
Dresden-Kemnitz,8006240,29,DE
Dresden-Stetzsch,8006241,29,DE
Cossebaude,8006242,29,DE
Niederwartha,8006244,29,DE
Meißen,8006255,33,DE
Meißen Triebischtal,8006256,29,DE
Döbeln Hbf,8006264,29,DE
Dresden-Plauen,8006333,29,DE
Freiberg(Sachs),8006349,29,DE
Flöha,8006373,29,DE
Chemnitz Hbf,8006377,33,DE
Wolkenstein,8006426,29,DE
Annaberg-Buchh u Bf,8006429,33,DE
Annaberg-Buchholz M,8006430,29,DE
Annaberg-Buchholz S,8006431,29,DE
Cranzahl,8006433,29,DE
Barenstein(Annab),8006438,29,DE
Chemnitz Süd,8006558,29,DE
Thalheim(Erzgeb),8006588,29,DE
Chemnitz Mitte,8006627,29,DE
St Egidien,8006634,29,DE
Glauchau(Sachs),8006635,29,DE
Mosel,8006637,29,DE
Oberrothenbach,8006638,29,DE
Zwickau-Pölbitz,8006639,29,DE
Zwickau(Sachs)Hbf,8006640,33,DE
Lichtentanne(Sachs),8006646,29,DE
Zwickau-Schedewitz,8006648,29,DE
Cainsdorf,8006651,29,DE
Wilkau-Haßlau,8006652,29,DE
Silberstraße,8006653,29,DE
Hartenstein,8006656,29,DE
Aue(Sachs),8006661,29,DE
Schwarzenberg(Erzg),8006665,29,DE
Johanngeorgenstadt,8006671,29,DE
Crimmitschau,8006696,29,DE
Werdau,8006700,29,DE
Neumark(Sachs),8006702,29,DE
Herlasgrün,8006708,29,DE
Plauen(Vogtl) ob Bf,8006712,29,DE
Plauen(Vogtl) ob Bf,8006712,29,DE
Mehltheuer,8006714,29,DE
Gutenfürst,8006718,29,DE
Plauen(Vogtl) West,8006719,29,DE
Kürbitz,8006720,29,DE
Weischlitz,8006721,29,DE
Pirk,8006722,29,DE
Oelsnitz(Vogtl),8006723,29,DE
Hundsgrün,8006724,29,DE
Adorf(Vogtl),8006725,29,DE
Bad Elster,8006726,29,DE
Sohl,8006727,29,DE
Raun,8006728,29,DE
Bad Brambach,8006729,29,DE
Ronneburg(Thür),8006739,29,DE
Barthmühle,8006744,29,DE
Hamburg-Altona,8006900,29,DE
Flensburg-Weiche,8007004,29,DE
Kiel Hbf,8007216,33,DE
Kiel-Hassee CITTI-P.,8007221,29,DE
Karlsruhe-Hagsfeld,8007281,29,DE
Schwerte(Ruhr),8008016,29,DE
Hennen,8008018,29,DE
Kalthof(Kr Iserlohn),8008019,29,DE
Iserlohnerheide,8008020,29,DE
Hagen-Westerbauer,8008034,29,DE
Hagen-Heubing,8008041,29,DE
Hagen-Vorhalle,8008065,29,DE
Hagen-Wehringhausen,8008068,29,DE
Hagen Hbf,8008073,33,DE
Wuppertal-Vohwinkel,8008082,29,DE
Gruiten,8008083,29,DE
Düsseldorf-Gerresh.,8008093,29,DE
Düsseldorf-Oberbilk,8008101,29,DE
Düsseldorf-Unterr.,8008104,29,DE
Angermund,8008106,29,DE
Düsseldorf Wehrhahn,8008109,29,DE
Düsseldorf-Rath Mit,8008111,29,DE
Düsseldorf Volksg.,8008113,29,DE
Düsseldorf-Reisholz,8008114,29,DE
Düsseldorf-Garath,8008116,29,DE
Düsseldorf-Benrath,8008117,29,DE
Langenfeld(Rhld),8008118,29,DE
Leverkusen-Küpper.,8008119,29,DE
Dusseldorf-Eller,8008122,29,DE
Schwelm,8008136,29,DE
Wuppertal-Langerfeld,8008137,29,DE
Wuppertal-Oberbarmen,8008138,29,DE
Wuppertal-Barmen,8008141,29,DE
Wuppertal-Unterbarm.,8008142,29,DE
Wuppertal Hbf,8008143,33,DE
Wuppertal-Steinbeck,8008146,29,DE
Wuppertal-Zool.Gart.,8008148,29,DE
Wuppertal-Sonnborn,8008149,29,DE
Solingen Hbf,8008182,33,DE
Solingen Vogelpark,8008183,29,DE
Leichlingen,8008184,29,DE
Opladen,8008186,33,DE
Leverkusen-Schleb.,8008187,29,DE
Leverkusen Mitte,8008189,33,DE
Meschede,8008195,29,DE
Arnsberg(Westf),8008199,29,DE
Neheim-Hüsten,8008201,29,DE
Fröndenberg,8008205,29,DE
Neuenrade,8008230,29,DE
Iserlohn,8008238,33,DE
Letmathe Dechenh.,8008239,29,DE
Siegen,8008246,33,DE
Siegen-Weidenau,8008254,29,DE
Kreuztal,8008256,29,DE
Lennestadt-Altenhund,8008262,29,DE
Finnentrop,8008267,29,DE
Plettenberg,8008275,29,DE
Werdohl,8008284,29,DE
Altena(Westf),8008286,29,DE
Letmathe,8008290,29,DE
Hohenlimburg,8008292,29,DE
Düsseldorf-Hamm,8008325,29,DE
Düsseldorf-Bilk,8008327,29,DE
Düsseldorf Friedrst,8008328,29,DE
Düsseldorf-Flingern,8008329,29,DE
Olpe,8008345,29,DE
Lüdenscheid,8008378,29,DE
Gummersbach,8008392,29,DE
Wuppertal-Ronsdorf,8008449,29,DE
Remscheid-Lüttringh,8008450,29,DE
Remscheid-Lennep,8008452,29,DE
Remscheid Hbf,8008453,33,DE
Remscheid-Güldenw.,8008459,29,DE
Solingen-Schaberg,8008460,29,DE
Leverkusen-Rheindorf,8008481,29,DE
Leverkusen Chempark,8008482,29,DE
Rösrath,8008489,29,DE
Brilon Wald,8008513,29,DE
Bestwig,8008518,29,DE
Warburg(Westf),8008521,29,DE
Düsseldorf-Eller S,8008545,29,DE
Winterberg(Westf),8008556,29,DE
Bad Berleburg,8008568,29,DE
Köln-Blumenberg,8009210,29,DE
Grambow(Gr),8009850,17,DE
Grambow(Gr),8009850,17,DE
Tantow(Gr),8009851,17,DE
Tantow(Gr),8009851,17,DE
Frankfurt(Oder)(Gr),8009853,17,DE
Forst(Gr),8009855,17,DE
Forst(Gr),8009855,17,DE
Zittau(Gr),8009870,17,DE
Schöna(Gr),8009873,17,DE
Schöna(Gr),8009873,17,DE
Vejprty(Gr),8009874,29,DE
Heessen,8010001,29,DE
Hamm(Westf),8010002,33,DE
Gladbeck West,8010019,29,DE
Bottrop-Boy,8010020,29,DE
Bottrop Hbf,8010021,33,DE
Oberhausen-Osterf.S,8010022,29,DE
Bottrop-Vonderort,8010025,29,DE
Dortmund-Kurl,8010028,29,DE
Dortmund Stadthaus,8010029,29,DE
Dortmund-Scharnhorst,8010030,29,DE
Dortmund-Marten Sud,8010032,29,DE
Dortmund-Mengede,8010034,29,DE
Castrop-Rauxel Hbf,8010036,29,DE
Herne,8010038,33,DE
Dortmund Möllerbr.,8010046,29,DE
Feldhausen,8010049,29,DE
Dortmund Knappschaft,8010052,29,DE
Dortmund Hbf,8010053,33,DE
Dortmund-Körne,8010057,29,DE
Dortmund-Rahm,8010060,29,DE
Dortmund-Marten,8010061,29,DE
Dortmund-Lütgend.N,8010062,29,DE
Dortmund-Asseln Mitt,8010063,29,DE
Dortmund-Bövingh.,8010064,29,DE
Dortmund-Wickede,8010065,29,DE
Herne-Börnig,8010067,29,DE
Dortmund-Brackel,8010077,29,DE
Dortmund-Aplerbeck S,8010078,29,DE
Dortmund-Sölde,8010079,29,DE
Dortmund-Aplerbeck,8010080,29,DE
Dortmund-Hörde,8010082,29,DE
Dortmund Signal Idu.,8010083,29,DE
Dortmund Tierpark,8010084,29,DE
Dortmund-Barop,8010088,29,DE
Dortmund-Kruckel,8010089,29,DE
Witten-Annen Nord,8010090,29,DE
Witten Hbf,8010091,33,DE
Dortmund-Löttringh.,8010093,29,DE
Lünen Hbf,8010098,29,DE
Dortmund-Kirchhörde,8010099,29,DE
Dortmund-Derne,8010101,29,DE
Dortmund-Kirchderne,8010102,29,DE
Dortmund-Huckarde N,8010109,29,DE
Dortmund-Lütgendort,8010112,29,DE
Dortmund-Germania,8010113,29,DE
Bochum-Riemke,8010116,29,DE
Wanne-Eickel Hbf,8010127,29,DE
Recklinghausen Hbf,8010138,33,DE
Recklinghausen Süd,8010140,29,DE
Gelsenkirchen Hbf,8010144,33,DE
Essen-Kray Nord,8010166,29,DE
Gelsenkirchen-Rotth.,8010167,29,DE
Duisburg-Bissingheim,8010171,29,DE
Bochum-Hamme,8010175,29,DE
Essen-Gerschede,8010177,29,DE
Bochum West,8010178,29,DE
Bochum Hbf,8010179,33,DE
Wattenscheid,8010181,29,DE
Essen-Kray Süd,8010183,29,DE
Essen Hbf,8010184,33,DE
Essen West,8010191,29,DE
Essen-Borbeck Süd,8010200,29,DE
Hattingen(Ruhr),8010201,29,DE
Wattenscheid-Höntr.,8010206,29,DE
Essen-Steele Ost,8010208,29,DE
Essen-Steele,8010209,29,DE
Mülheim(Ruhr)Hbf,8010218,33,DE
Mülheim(Ruhr)West,8010219,29,DE
Mülheim(Ruhr)Styr.,8010223,29,DE
Essen-Überruhr,8010225,29,DE
Essen-Kupferdreh,8010227,29,DE
Essen Süd,8010230,29,DE
Essen Stadtwald,8010231,29,DE
Essen-Hügel,8010232,29,DE
Essen-Werden,8010233,29,DE
Kettwig,8010234,29,DE
Essen-Holthausen,8010236,29,DE
Duisburg Entenfang,8010243,29,DE
Essen-Borbeck,8010244,29,DE
Essen-Dellwig Ost,8010247,29,DE
Essen-Horst,8010258,29,DE
Borken(Westf),8010259,29,DE
Oberhausen Hbf,8010263,33,DE
Oberhausen-Sterkrade,8010266,29,DE
Oberhausen-Holten,8010268,29,DE
Dinslaken,8010269,29,DE
Wesel,8010275,29,DE
Emmerich,8010288,29,DE
Emmerich(Gr),8010289,17,DE
Emmerich(Gr),8010289,17,DE
Bocholt,8010292,29,DE
Duisburg-Ruhrort,8010293,33,DE
Kettwig Stausee,8010295,29,DE
Duisburg-Wedau,8010301,29,DE
Duisburg-Obermeider.,8010313,29,DE
Duisburg Hbf,8010316,33,DE
Duisburg-Meiderich S,8010318,29,DE
Duisburg-Großenbaum,8010319,29,DE
Duisburg-Hochfeld S,8010328,29,DE
Dortmund-Dorstfeld,8010338,29,DE
Duisburg-Buchholz,8010353,29,DE
Paderborn Nord,8010355,29,DE
Duisburg-Schlenk,8010356,29,DE
Paderborn Kassel.Tor,8010357,29,DE
Paderborn Hbf,8010359,33,DE
Lippstadt,8010367,33,DE
Soest,8010375,29,DE
Unna,8010382,29,DE
Holzwickede,8010384,29,DE
Essen-Eiberg,8010394,29,DE
Bochum-Langendreer W,8010405,29,DE
Dortmund-Dorstfeld S,8010406,29,DE
Dortmund-Kley,8010407,29,DE
Dortmund-Oespel,8010408,29,DE
Dortmund-Uni.,8010409,29,DE
Duisburg-Rahm,8010415,29,DE
Bochum-Ehrenfeld,8010416,29,DE
Essen-Frohnhausen,8010417,29,DE
Bochum-Langendreer,8010432,29,DE
Dortmund-Wischlingen,8010436,29,DE
Dortmund-Huckarde,8010437,29,DE
Dortmund-Westerfilde,8010438,29,DE
Dortmund-Nette/Oest,8010439,29,DE
Dortmund-Körne West,8010555,29,DE
Dortmund-Wickede W,8010557,29,DE
Dortmund West,8010558,29,DE
Rüdesheim(Rhein),8011005,29,DE
Eltville,8011011,29,DE
Wiesbaden-Schierst.,8011013,29,DE
Wiesbaden Ost,8011015,29,DE
Wiesbaden Hbf,8011018,33,DE
Wiesbaden-Biebrich,8011020,29,DE
Wiesbaden-Erbenheim,8011022,29,DE
Wiesbaden-Igstadt,8011023,29,DE
Auringen-Medenbach,8011024,29,DE
Gießen,8011033,33,DE
Bad Soden-Salmünst.,8011038,29,DE
Wächtersbach,8011041,29,DE
Gelnhausen,8011044,29,DE
Hanau Hbf,8011051,33,DE
Offenbach(Main)Hbf,8011059,33,DE
Frankfurt(Main)Süd,8011065,29,DE
Frankfurt(Main)Hbf,8011068,33,DE
Frankfurt(M)Konst.,8011078,29,DE
Frankfurt(Main)Ost,8011080,29,DE
Frankfurt-Mainkur,8011086,29,DE
Frankfurt-Niederrad,8011088,29,DE
Frankfurt(M)Stadion,8011089,29,DE
Frankfurt(M)Flugh.,8011090,33,DE
Frankfurt-Louisa,8011095,29,DE
Frankfurt-Griesheim,8011097,29,DE
Frankfurt-Nied,8011099,29,DE
Frankfurt-Höchst,8011101,29,DE
Frankfurt-Sindlingen,8011106,29,DE
Frankfurt-Sossenheim,8011107,29,DE
Bad Soden(Taunus),8011109,29,DE
Hofheim(Taunus),8011111,29,DE
Niedernhausen(Ts),8011116,29,DE
Hochheim(Main),8011122,29,DE
Frankfurt(Main)West,8011124,29,DE
Frankfurt-Rödelheim,8011126,29,DE
Kronberg(Taunus),8011129,29,DE
Oberursel(Taunus),8011133,29,DE
Eschborn Süd,8011135,29,DE
Frankfurt(M)Tsanlage,8011136,29,DE
Bad Homburg,8011137,29,DE
Frankfurt(M)Hauptw.,8011139,29,DE
Friedrichsdorf(Ts),8011140,29,DE
Frankfurt-Eschersh.,8011147,29,DE
Frankfurt-F. Berg,8011148,29,DE
Frankfurt-Berkersh.,8011149,29,DE
Offenbach-Bieber,8011159,29,DE
Offenbach(Main)Ost,8011160,29,DE
Rödermark-Ob.Roden,8011169,29,DE
Hanau West,8011182,29,DE
Hanau Nord,8011183,29,DE
Nidderau,8011187,29,DE
Rüsselsheim,8011206,29,DE
Mörfelden,8011212,29,DE
Nidda,8011215,29,DE
Mainz-Bischofsheim,8011231,29,DE
Mainz-Gustavsburg,8011232,29,DE
Groß Gerau,8011236,29,DE
Riedstadt-Goddelau,8011246,29,DE
Lampertheim,8011259,29,DE
Frankfurt(M)Mühlbg.,8011268,29,DE
Darmstadt-Arheilgen,8011281,29,DE
Darmstadt-Wixhausen,8011282,29,DE
Langen(Hess),8011285,29,DE
Darmstadt Süd,8011295,29,DE
Darmstadt-Eberstadt,8011296,29,DE
Bensheim,8011306,29,DE
Heppenheim(Bergstr),8011307,29,DE
Weinheim(Bergstr),8011311,29,DE
Fürth(Odenw),8011319,29,DE
Darmstadt Hbf,8011336,33,DE
Darmstadt Ost,8011338,29,DE
Darmstadt Nord,8011340,29,DE
Darmstadt-Kranichst.,8011341,29,DE
Dieburg,8011343,29,DE
Babenhausen(Hess),8011346,29,DE
Reinheim(Odenw),8011360,29,DE
Höchst(Odenw),8011373,29,DE
Friedberg(Hess),8011381,29,DE
Bad Nauheim,8011402,29,DE
Butzbach,8011407,29,DE
Michelstadt,8011413,29,DE
Wetzlar,8011424,29,DE
Gießen Licher Str,8011427,29,DE
Weilburg,8011441,29,DE
Limburg(Lahn),8011453,33,DE
Frankfurt(M)Ostend.,8011469,29,DE
Frankfurt(M)Lokalbf.,8011470,29,DE
Frankfurt(M)Stresem.,8011471,29,DE
Mainz-Kastel,8011472,29,DE
Bad Camberg,8011486,29,DE
Idstein(Taunus),8011488,29,DE
Herborn(Dillkr),8011573,29,DE
Dillenburg,8011578,29,DE
Gießen Erdkaut Weg,8011591,29,DE
Lollar,8011686,29,DE
Frankfurt(M)Gallusw.,8011704,29,DE
Bodenburg,8013012,29,DE
Wolfsburg Hbf,8013017,33,DE
Fallersleben,8013018,29,DE
Gifhorn,8013020,29,DE
Dollbergen,8013027,29,DE
Eichenberg,8013046,29,DE
Göttingen,8013051,29,DE
Northeim(Han),8013056,29,DE
Einbeck Salzderhel,8013058,29,DE
Kreiensen,8013060,29,DE
Alfeld(Leine),8013063,29,DE
Walkenried,8013083,29,DE
Herzberg(Harz),8013088,29,DE
Seesen,8013095,29,DE
Bad Bodenteich,8013164,29,DE
Wittingen,8013167,29,DE
Braunschweig-Gliesm.,8013196,29,DE
Lauenförde-Beverung,8013221,29,DE
Bodenfelde,8013224,29,DE
Helmstedt,8013228,29,DE
Braunschweig Hbf,8013240,33,DE
Peine,8013253,29,DE
Lengede-Broistedt,8013262,29,DE
Salzgitter-Ringelh.,8013309,33,DE
Salzgitter-Bad,8013311,29,DE
Altenbeken,8013318,29,DE
Holzminden,8013330,29,DE
Wolfenbüttel,8013344,29,DE
Vienenburg,8013368,29,DE
Derneburg(Han),8013377,29,DE
Hildesheim Ost,8013380,29,DE
Bad Harzburg,8013390,29,DE
Goslar,8013398,29,DE
Hildesheim Hbf,8013414,33,DE
Nordstemmen,8013417,29,DE
Elze(Han),8013420,29,DE
Hameln,8013428,29,DE
Bad Oeynhausen Süd,8013440,29,DE
Bad Pyrmont,8013446,29,DE
Horn-Bad Meinberg,8013458,29,DE
Detmold,8013460,29,DE
Lage(Lippe),8013463,29,DE
Bad Salzuflen,8013467,29,DE
Ubbedissen,8013490,29,DE
Bielefeld Ost,8013494,29,DE
Hannover Bismarckstr,8013506,29,DE
Hannover-Linden/Fi.,8013507,29,DE
Hannover-Bornum,8013521,29,DE
Bad Nenndorf,8013529,29,DE
Lehrte,8013540,29,DE
Hannover Ander.Misb.,8013545,29,DE
Hannover-Kleefeld,8013546,29,DE
Hannover Hbf,8013552,33,DE
HannoverMesseLaatzen,8013555,29,DE
Hannover-Ledeburg,8013557,29,DE
Hannover-Leinhausen,8013558,29,DE
Wunstorf,8013565,29,DE
Stadthagen,8013572,29,DE
Bückeburg,8013574,29,DE
Minden(Westf),8013578,29,DE
Bad Oeynhausen,8013585,29,DE
Löhne(Westf),8013589,29,DE
Herford,8013593,29,DE
Brake(b Bielefeld),8013596,29,DE
Bielefeld Hbf,8013597,33,DE
Brackwede,8013603,29,DE
Isselhorst-Avenwedde,8013605,29,DE
Gütersloh Hbf,8013606,33,DE
Rheda-Wiedenbrück,8013608,29,DE
Oelde,8013610,29,DE
Ahlen(Westf),8013616,29,DE
Uelzen,8013623,29,DE
Burgdorf,8013637,29,DE
Soltau(Han),8013646,29,DE
Walsrode,8013674,29,DE
Hodenhagen,8013677,29,DE
Langenhagen Pferdem.,8013688,29,DE
Hannover-Vinnhorst,8013689,29,DE
Nienburg(Weser),8013733,29,DE
Eystrup,8013737,29,DE
Verden(Aller),8013741,29,DE
Bremen-Mahndorf,8013747,29,DE
Bremen-Sebaldsbrück,8013748,29,DE
Bremen Hbf,8013751,33,DE
Bremen-Hemelingen,8013764,29,DE
Bremen-Oberneuland,8013766,29,DE
Bremen-Walle,8013767,29,DE
Bremen-Oslebshausen,8013768,29,DE
Bremen-Burg,8013769,29,DE
Bremen-Lesum,8013770,29,DE
Bremen-St Magnus,8013771,29,DE
Bremen-Vegesack,8013772,29,DE
Bremen-Schönebeck,8013773,29,DE
Osterholz-Scharmbeck,8013775,29,DE
Bremerhaven-Wulsdorf,8013781,29,DE
Bremerhaven Hbf,8013786,33,DE
Bremerhaven-Lehe,8013788,29,DE
Bremen Neustadt,8013821,29,DE
Heidkrug,8013825,29,DE
Delmenhorst,8013828,33,DE
Nordenham,8013849,29,DE
Hoykenkamp,8013860,29,DE
Mannheim-Waldhof,8014003,29,DE
Mannheim-Käfertal,8014006,29,DE
Mannheim ARENA/Maim.,8014015,29,DE
Mannheim-Seckenheim,8014016,29,DE
Mannheim-Friedrich.S,8014017,29,DE
Mannheim-Friedrichsf,8014018,29,DE
Heidelb.P/Wieblingen,8014020,29,DE
Heidelberg Hbf,8014021,33,DE
Heidelb.K/Rohrbach,8014031,29,DE
Wiesloch-Walldorf,8014035,29,DE
Bruchsal,8014040,33,DE
Karlsruhe-Durlach,8014043,29,DE
Mannheim-Neckarau,8014048,29,DE
Mannheim-Rheinau,8014051,29,DE
Schwetzingen,8014061,29,DE
Hockenheim,8014063,29,DE
Waghäusel,8014066,29,DE
Graben-Neudorf,8014068,33,DE
Karlsruhe-Knielingen,8014081,29,DE
Karlsruhe-Mühlburg,8014083,29,DE
Bretten,8014094,33,DE
Karlsruhe West,8014095,29,DE
Grötzingen,8014105,29,DE
Heidelberg-Altstadt,8014112,29,DE
Heidelb.Sch/Z.hausen,8014113,29,DE
Neckargemünd,8014114,29,DE
Eberbach,8014121,29,DE
Mosbach-Neckarelz,8014126,29,DE
Mosbach(Baden),8014136,29,DE
Seckach,8014154,29,DE
Sinsheim(Elsenz) Hbf,8014186,29,DE
Bad Wimpfen,8014198,29,DE
Alpirsbach,8014208,29,DE
Karlsruhe Hbf,8014231,33,DE
Rastatt,8014245,29,DE
Baiersbronn Bf,8014271,29,DE
Baden-Baden,8014277,33,DE
Bühl(Baden),8014281,29,DE
Achern,8014283,29,DE
Appenweier,8014289,29,DE
Legelshurst,8014290,29,DE
Kork,8014291,29,DE
Kehl,8014292,29,DE
Kehl(Gr),8014296,17,DE
Kehl(Gr),8014296,17,DE
Oberkirch,8014298,29,DE
Oppenau,8014301,29,DE
Bad Griesbach(Schw),8014305,29,DE
Offenburg,8014309,33,DE
Friesenheim(Baden),8014318,29,DE
Lahr(Schwarzw),8014319,29,DE
Orschweier,8014324,29,DE
Ringsheim,8014325,29,DE
Herbolzheim(Breisg),8014326,29,DE
Kenzingen,8014327,29,DE
Köndringen,8014329,29,DE
Teningen-Mundingen,8014330,29,DE
Emmendingen,8014331,29,DE
